,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R
1225,Bertrand Blier,Bertrand Blier,Monica Bellucci,Bernard Campan,Gérard Depardieu,Monica Bellucci,Bernard Campan,Gérard Depardieu,Jean-Pierre Darroussin,Edouard Baer,8276775.368316504,Bertrand Blier,,5.7,nan,5802,,0,0,1,1,2005-10-26,95.0,Combien tu m'aimes?,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1226,Paul Verhoeven,Gerard Reve,Gerard Soeteman,Jeroen Krabbé,Renée Soutendijk,Thom Hoffman,Jeroen Krabbé,Renée Soutendijk,Thom Hoffman,Dolf de Vries,,Paul Verhoeven,,7.3,nan,5898,,0,0,2,4,1983-03-24,102.0,De vierde man,1983-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1227,Stefano Sollima,Carlo Bonini,Daniele Cesarano,Pierfrancesco Favino,Filippo Nigro,Marco Giallini,Pierfrancesco Favino,Filippo Nigro,Marco Giallini,Andrea Sartoretti,5000000.0,Stefano Sollima,,6.6,nan,5981,,0,0,19,8,2012-01-27,112.0,ACAB - All Cops Are Bastards,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1228,Preston Sturges,Preston Sturges,Eddie Bracken,Betty Hutton,Diana Lynn,Eddie Bracken,Betty Hutton,Diana Lynn,William Demarest,Porter Hall,,Preston Sturges,,7.9,nan,5800,,1,0,1,3,1943-12-24,98.0,The Miracle of Morgan's Creek,1943-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1229,Chris Majors,Meredith Majors,Lance Henriksen,Betsy Baker,Marilyn Ghigliotti,Lance Henriksen,Betsy Baker,Marilyn Ghigliotti,Al Snow,Jason K. Wixom,,Chris Majors,,5.0,nan,5715,,0,0,0,1,2015-09-12,104.0,Lake Eerie,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Jeff Abugov,Jeff Abugov,David Hyde Pierce,Mackenzie Astin,Carmen Electra,David Hyde Pierce,Mackenzie Astin,Carmen Electra,Markus Redmond,Lucy Liu,,Jeff Abugov,,6.4,26.0,5692,,0,0,0,0,1999-09-03,88.0,The Mating Habits of the Earthbound Human,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1231,Kevin Rodney Sullivan,Terry McMillan,Terry McMillan,Angela Bassett,Taye Diggs,Whoopi Goldberg,Angela Bassett,Taye Diggs,Whoopi Goldberg,Regina King,20000000.0,Kevin Rodney Sullivan,37672350.0,5.6,56.0,5883,,0,0,8,4,1998-08-03,124.0,How Stella Got Her Groove Back,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1232,Bahman Ghobadi,Bahman Ghobadi,Ayoub Ahmadi,Rojin Younessi,Amaneh Ekhtiar-dini,Ayoub Ahmadi,Rojin Younessi,Amaneh Ekhtiar-dini,Madi Ekhtiar-dini,Kolsolum Ekhtiar-dini,,Bahman Ghobadi,700159.0,7.7,78.0,5926,,0,0,3,11,2000-05-01,80.0,Zamani baray� masti asbha,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1233,Stevan Mena,Stevan Mena,Michael Biehn,Alexandra Daddario,Brett Rickaby,Michael Biehn,Alexandra Daddario,Brett Rickaby,Nolan Gerard Funk,Spencer List,3600000.0,Stevan Mena,,5.1,nan,5779,,0,0,0,4,2010-07-16,103.0,Bereavement,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1234,Gavin Grazer,Joe Wein,Joe Wein,Alicia Silverstone,Rachael Leigh Cook,Woody Harrelson,Alicia Silverstone,Rachael Leigh Cook,Woody Harrelson,John Cleese,7000000.0,Gavin Grazer,,6.1,nan,5688,,0,0,0,0,2003-02-12,95.0,Scorched,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1235,Nanni Moretti,Nanni Moretti,Nanni Moretti,Renato Carpentieri,Giovanna Bozzolo,Nanni Moretti,Giovanna Bozzolo,Sebastiano Nardone,Antonio Petrocelli,Giulio Base,,Nanni Moretti,472598.0,7.3,nan,5941,,0,0,20,12,1993-11-12,100.0,Caro diario,1993-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1236,Richard Fleischer,Clive Exton,Ludovic Kennedy,Richard Attenborough,Judy Geeson,John Hurt,Richard Attenborough,Judy Geeson,John Hurt,Pat Heywood,,Richard Fleischer,,7.6,nan,6028,,0,0,0,0,1971-01-28,106.0,10 Rillington Place,1971-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1237,Ishirô Honda,Terry O. Morse,Shigeru Kayama,Takeo Murata,Raymond Burr,Takashi Shimura,Momoko Kôchi,Raymond Burr,Takashi Shimura,Momoko Kôchi,650000.0,Ishir� Honda Terry O. Morse,2000000.0,6.6,nan,5890,,0,0,1,0,1956-04-27,80.0,Godzilla King of the Monsters!,1956-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1238,Sergiu Nicolaescu,Titus Popovici,Amza Pellea,Ion Besoiu,Olga Tudorache,Amza Pellea,Ion Besoiu,Olga Tudorache,Irina Gardescu,György Kovács,,Sergiu Nicolaescu,,8.4,nan,5724,,0,0,1,0,1970-01-01,203.0,Mihai Viteazul,1970-01-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1239,Paul Schrader,Paul Schrader,Leonard Schrader,Ken Ogata,Masayuki Shionoya,Hiroshi Mikami,Ken Ogata,Masayuki Shionoya,Hiroshi Mikami,Junya Fukuda,5000000.0,Paul Schrader,518842.0,7.9,nan,6006,,0,0,1,1,1985-05-15,121.0,Mishima: A Life in Four Chapters,1985-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1240,Billy Kent,Sarah Bird,Billy Kent,Parker Posey,Paul Rudd,Danny DeVito,Parker Posey,Danny DeVito,Winter Ave Zoli,Miranda Bailey,5000000.0,Billy Kent,418689.0,5.6,48.0,5680,,0,0,1,2,2006-03-30,88.0,The Oh in Ohio,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1241,Te-Sheng Wei,Te-Sheng Wei,Masanobu Andô,Jun'ichi Haruta,Sabu Kawahara,Nolay Piho,Chih-Hsiang Ma,Masanobu Andô,Sabu Kawahara,Vivian Hsu,24196335.983408228,Te-Sheng Wei,136166.0,7.5,62.0,5897,,0,0,20,10,2011-09-01,144.0,Sai de ke � ba lai: Tai yang qi,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1242,Çagan Irmak,Çagan Irmak,Çetin Tekindor,Yigit Özsener,Gökçe Bahadir,Çetin Tekindor,Yigit Özsener,Gökçe Bahadir,Sacide Tasaner,Hümeyra,,�agan Irmak,,8.0,nan,6301,,0,0,0,1,2011-11-25,126.0,Dedemin Insanlari,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1243,Stephen Frears,Peter Prince,Freddie Stuart,Ralph Brown,A.J. Clarke,Freddie Stuart,Ralph Brown,A.J. Clarke,Terence Stamp,Lennie Peters,,Stephen Frears,876775.0,7.1,nan,5976,,0,0,3,2,1984-06-01,98.0,The Hit,1984-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,Nana Ekvtimishvili,Simon Groß,Nana Ekvtimishvili,Lika Babluani,Mariam Bokeria,Zurab Gogaladze,Lika Babluani,Mariam Bokeria,Zurab Gogaladze,Data Zakareishvili,,Nana Ekvtimishvili Simon Gro�,50000.0,7.7,72.0,5819,,0,0,7,29,2013-02-10,102.0,Grzeli nateli dgeebi,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1245,Casey La Scala,Casey La Scala,Chris Dowling,Johnny Pacar,Shaun Sipos,Bryan Dechart,Johnny Pacar,Shaun Sipos,Bryan Dechart,Alexa PenaVega,,Casey La Scala,1169603.0,4.3,38.0,5876,,0,0,0,0,2014-08-25,88.0,The Remaining,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1246,Ben Stassen,Mimi Maynard,Ben Stassen,Domonic Paris,Anthony Anderson,Ed Begley Jr.,Pat Carroll,Anthony Anderson,Ed Begley Jr.,Pat Carroll,,Mimi Maynard Ben Stassen,71594792.0,6.1,nan,5871,,0,0,1,0,2010-08-04,88.0,Sammy's avonturen: De geheime doorgang,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1247,John Huston,Ben Maddow,Alan Le May,Burt Lancaster,Audrey Hepburn,Audie Murphy,Burt Lancaster,Audrey Hepburn,Audie Murphy,John Saxon,5000000.0,John Huston,,6.7,nan,5966,,0,0,0,0,1960-04-06,125.0,The Unforgiven,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1248,Todd Solondz,Todd Solondz,Greta Gerwig,Keaton Nigel Cooke,Tracy Letts,Keaton Nigel Cooke,Tracy Letts,Julie Delpy,Greta Gerwig,Kieran Culkin,,Todd Solondz,445392.0,5.9,66.0,7276,,0,0,3,2,2016-01-22,88.0,Wiener-Dog,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1249,Kevin Finn,James Rolfe,Kevin Finn,James Rolfe,James Rolfe,Jeremy Suarez,Sarah Glendening,James Rolfe,Jeremy Suarez,Sarah Glendening,325927.0,Kevin Finn James Rolfe,,5.7,nan,5964,,0,0,0,0,2014-07-21,115.0,Angry Video Game Nerd: The Movie,2014-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1250,Abel Gance,Abel Gance,Albert Dieudonné,Vladimir Roudenko,Edmond Van Daële,Albert Dieudonné,Vladimir Roudenko,Edmond Van Daële,Alexandre Koubitzky,Antonin Artaud,,Abel Gance,10000000.0,7.5,nan,5874,,0,0,0,4,1927-04-07,240.0,Napol�on vu par Abel Gance,1927-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1251,Hans Petter Moland,Kim Fupz Aakeson,Stellan Skarsgård,Bjørn Floberg,Jorunn Kjellsby,Stellan Skarsgård,Jorunn Kjellsby,Bjørn Floberg,Gard B. Eidsvold,Jannike Kruse,,Hans Petter Moland,37543.0,7.0,68.0,5927,,0,0,7,4,2010-02-15,113.0,En ganske snill mann,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,Michael Traeger,Michael Traeger,Jeff Bridges,Ted Danson,Joe Pantoliano,Jeff Bridges,Tim Blake Nelson,Joe Pantoliano,Ted Danson,William Fichtner,,Michael Traeger,15090.0,6.3,45.0,5741,,0,0,0,0,2005-02-06,96.0,The Moguls,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,George P. Cosmatos,Robert Katz,George P. Cosmatos,Sophia Loren,Richard Harris,Martin Sheen,Sophia Loren,Richard Harris,Martin Sheen,O.J. Simpson,,George P. Cosmatos,,6.4,nan,5977,,0,0,0,0,1976-12-18,129.0,The Cassandra Crossing,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1254,James Rabbitts,James Rabbitts,Tabrett Bethell,Freya Stafford,Andy Whitfield,Tabrett Bethell,Freya Stafford,Andy Whitfield,Clare Bowen,Marshall Napier,,James Rabbitts,,5.4,nan,5754,,0,0,1,0,2010-07-25,94.0,The Clinic,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1255,Tod Browning,Tod Browning,Waldemar Young,Lon Chaney,Norman Kerry,Joan Crawford,Lon Chaney,Norman Kerry,Joan Crawford,Nick De Ruiz,217000.0,Tod Browning,,7.9,nan,5903,,0,0,2,1,1927-06-03,63.0,The Unknown,1927-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1256,Aluizio Abranches,Aluizio Abranches,Júlia Lemmertz,Fábio Assunção,Jean Pierre Noher,Júlia Lemmertz,Fábio Assunção,Jean Pierre Noher,Louise Cardoso,Lucas Cotrim,,Aluizio Abranches,,6.6,nan,6126,,0,0,0,0,2009-11-12,94.0,Do Come�o ao Fim,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1257,Werner Herzog,Bruce Chatwin,Werner Herzog,Klaus Kinski,King Ampaw,José Lewgoy,Klaus Kinski,King Ampaw,José Lewgoy,Salvatore Basile,,Werner Herzog,,7.0,55.0,5939,,0,0,0,2,1987-12-03,111.0,Cobra Verde,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1258,Jeffrey Porter,Charles Kephart,Elijah Wood,Franka Potente,Mandy Moore,Elijah Wood,Franka Potente,Mandy Moore,Chris William Martin,Debbie Harry,,Jeffrey Porter,,6.1,nan,5631,,0,0,0,0,2002-09-10,93.0,Try Seventeen,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1259,Rob Hedden,Rob Hedden,Dave Annable,Katharine McPhee,Rob Schneider,Dave Annable,Katharine McPhee,Rob Schneider,Mena Suvari,Kathy Bates,,Rob Hedden,,5.4,nan,5851,,0,0,0,0,2011-04-06,99.0,You May Not Kiss the Bride,2011-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1260,Mario Bava,Marcello Fondato,Giuseppe Barilla,Cameron Mitchell,Eva Bartok,Thomas Reiner,Cameron Mitchell,Eva Bartok,Thomas Reiner,Ariana Gorini,,Mario Bava,,7.3,nan,6206,,0,0,0,1,1964-04-10,88.0,6 donne per l'assassino,1964-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1261,Jane Anderson,Terry Ryan,Jane Anderson,Julianne Moore,Woody Harrelson,Laura Dern,Julianne Moore,Woody Harrelson,Laura Dern,Trevor Morgan,,Jane Anderson,626310.0,7.3,58.0,5868,,0,0,1,1,2005-09-28,99.0,The Prize Winner of Defiance Ohio,2005-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1262,Jean-Pierre Dardenne,Luc Dardenne,Luc Dardenne,Jean-Pierre Dardenne,Jérémie Renier,Olivier Gourmet,Assita Ouedraogo,Jérémie Renier,Olivier Gourmet,Assita Ouedraogo,,Luc Dardenne Jean-Pierre Dardenne,454720.0,7.9,82.0,6002,,0,0,5,16,1996-09-07,90.0,La promesse,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,Zoe R. Cassavetes,Zoe R. Cassavetes,Parker Posey,Melvil Poupaud,Gena Rowlands,Parker Posey,Drea de Matteo,Tim Guinee,Gena Rowlands,Peter Bogdanovich,2000000.0,Zoe R. Cassavetes,955625.0,6.4,61.0,5711,,0,0,6,1,2007-01-01,97.0,Broken English,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1264,Clayton Jacobson,Clayton Jacobson,Shane Jacobson,Shane Jacobson,Travis Golland,Chris Davis,Shane Jacobson,Travis Golland,Chris Davis,Alf Scerri,,Clayton Jacobson,,7.3,nan,5794,276742.0,0,0,10,6,2006-08-17,99.0,Kenny,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1265,Volker Schlöndorff,Margaret Atwood,Harold Pinter,Natasha Richardson,Faye Dunaway,Aidan Quinn,Natasha Richardson,Faye Dunaway,Aidan Quinn,Elizabeth McGovern,,Volker Schl�ndorff,4960385.0,6.0,nan,6513,,0,0,1,2,1990-02-15,109.0,The Handmaid's Tale,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,Lewis Gilbert,Edmund H. North,Edmund H. North,Kenneth More,Dana Wynter,Carl Möhner,Kenneth More,Dana Wynter,Carl Möhner,Laurence Naismith,1330000.0,Lewis Gilbert,,7.2,nan,5873,,0,0,2,0,1960-02-11,97.0,Sink the Bismarck!,1960-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1267,George Gallo,Graham Greene,Guy Elmes,Orlando Jones,Eddie Griffin,Gary Grubbs,Orlando Jones,Eddie Griffin,Gary Grubbs,Daniel Roebuck,24000000.0,George Gallo,20218.0,5.4,25.0,5784,,0,0,0,0,2001-01-10,88.0,Double Take,2001-01-01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1268,Dylan C. Brown,Herschel Faber,Jarrett Golding,Snoop Dogg,Wiz Khalifa,Mike Epps,Snoop Dogg,Wiz Khalifa,Mike Epps,Teairra Mari,,Dylan C. Brown,,4.5,nan,6110,,0,0,0,0,2012-07-03,75.0,Mac & Devin Go to High School,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1269,James Whale,J.B. Priestley,Benn W. Levy,Boris Karloff,Melvyn Douglas,Charles Laughton,Boris Karloff,Melvyn Douglas,Charles Laughton,Lilian Bond,,James Whale,25678.0,7.3,nan,6347,,0,0,0,0,1932-10-20,72.0,The Old Dark House,1932-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1270,Denis Henry Hennelly,Sarah Adina Smith,Denis Henry Hennelly,Adrian Grenier,Kid Cudi,Mckenna Grace,Adrian Grenier,Kid Cudi,Mckenna Grace,Kerry Bishé,,Denis Henry Hennelly,,5.5,36.0,5893,,0,0,1,1,2013-06-15,99.0,Goodbye World,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1271,Roger Spottiswoode,Clayton Frohman,Clayton Frohman,Nick Nolte,Ed Harris,Gene Hackman,Nick Nolte,Ed Harris,Gene Hackman,Joanna Cassidy,9500000.0,Roger Spottiswoode,5696391.0,7.1,nan,5847,,1,0,6,2,1983-10-21,128.0,Under Fire,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1272,Vittorio De Sica,Eduardo De Filippo,Renato Castellani,Sophia Loren,Marcello Mastroianni,Aldo Puglisi,Sophia Loren,Marcello Mastroianni,Aldo Puglisi,Tecla Scarano,,Vittorio De Sica,,7.5,nan,6107,,2,0,8,7,1964-12-19,102.0,Matrimonio all'italiana,1964-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1273,Howard Franklin,Roy Blount Jr.,Pen Densham,Bill Murray,Matthew McConaughey,Jerry Adler,Jerry Adler,Bill Murray,Richard Alan Baker,Richie Allan,30000000.0,Howard Franklin,8289972.0,5.6,nan,5869,,0,0,0,0,1996-07-26,93.0,Larger Than Life,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1274,Sam Peckinpah,Harry Julian Fink,Harry Julian Fink,Charlton Heston,Richard Harris,Jim Hutton,Charlton Heston,Richard Harris,Jim Hutton,James Coburn,3800000.0,Sam Peckinpah,14873.0,6.8,62.0,5901,,0,0,0,0,1965-03-15,123.0,Major Dundee,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
