,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
9015,Bob Clark,Phil Alden Robinson,Phil Alden Robinson,Sylvester Stallone,Dolly Parton,Richard Farnsworth,Sylvester Stallone,Dolly Parton,Richard Farnsworth,Ron Leibman,"$28,000,000",PG,Bob Clark,"Comedy, Music","$21,435,321",3.7,,6069,,0,0,8,2,1984-06-20,111.0,Rhinestone,http://www.imdb.com/title/tt0088001/,1984
9016,Miguel Ángel Vivas,Javier García Arredondo,Miguel Ángel Vivas,Fernando Cayo,Manuela Vellés,Ana Wagener,Fernando Cayo,Manuela Vellés,Ana Wagener,Guillermo Barrientos,,NOT RATED,Miguel �ngel Vivas,"Horror, Thriller",,6.4,49.0,6270,,0,0,7,2,2010-09-25,85.0,Secuestrados,http://www.imdb.com/title/tt1629377/,2010
9017,Curtis Hanson,David Koepp,Rob Lowe,James Spader,Lisa Zane,Rob Lowe,James Spader,Lisa Zane,Marcia Cross,Rosalyn Landor,"$7,000,000",R,Curtis Hanson,"Drama, Thriller","$12,626,043",6.2,63.0,6155,,0,0,1,1,1990-03-09,99.0,Bad Influence,http://www.imdb.com/title/tt0099091/,1990
9018,Jean-Paul Salomé,Jean-Paul Salomé,Laurent Vachaud,Romain Duris,Kristin Scott Thomas,Pascal Greggory,Romain Duris,Kristin Scott Thomas,Pascal Greggory,Eva Green,"€23,000,000",NR,Jean-Paul Salom�,"Action, Adventure, Crime, Mystery, Romance",,5.4,,6039,"$1,502,926 (France),",0,0,2,0,2004-09-17,125.0,Ars�ne Lupin,http://www.imdb.com/title/tt0373690/,2004
9019,Alex Rivera,Alex Rivera,David Riker,Luis Fernando Peña,Leonor Varela,Jacob Vargas,Luis Fernando Peña,Metztli Adamina,José Concepción Macías,Tenoch Huerta,"$2,500,000",PG-13,Alex Rivera,"Drama, Romance, Sci-Fi, Thriller","$75,727,",5.9,59.0,5982,,0,0,7,5,2008-01-19,90.0,Sleep Dealer,http://www.imdb.com/title/tt0804529/,2008
9020,Doron Paz,Yoav Paz,Doron Paz,Yoav Paz,Yael Grobglas,Yon Tumarkin,Danielle Jadelyn,Yael Grobglas,Yon Tumarkin,Danielle Jadelyn,,R,"Yoav Paz, Doron Paz",Horror,,4.7,45.0,6637,,0,0,2,2,2015-07-10,94.0,Jeruzalem,http://www.imdb.com/title/tt4552524/,2015
9021,Rouben Mamoulian,H.M. Harwood,Salka Viertel,Greta Garbo,John Gilbert,Ian Keith,Greta Garbo,John Gilbert,Ian Keith,Lewis Stone,"$1,114,000",APPROVED,Rouben Mamoulian,"Biography, Drama, History, Romance","$1,843,000",7.8,,6098,,0,0,1,1,1933-12-26,99.0,Queen Christina,http://www.imdb.com/title/tt0024481/,1933
9022,Erle C. Kenton,Waldemar Young,Philip Wylie,Charles Laughton,Bela Lugosi,Richard Arlen,Charles Laughton,Richard Arlen,Leila Hyams,Bela Lugosi,"$300,000",NOT RATED,Erle C. Kenton,"Horror, Sci-Fi",,7.5,,6460,,0,0,0,1,1932-12-01,70.0,Island of Lost Souls,http://www.imdb.com/title/tt0024188/,1932
9023,James Gray,James Gray,Tim Roth,Edward Furlong,Moira Kelly,Tim Roth,Edward Furlong,Moira Kelly,Vanessa Redgrave,Paul Guilfoyle,"$2,300,000",R,James Gray,"Crime, Drama","$1,095,885",6.8,,6165,,0,0,6,4,1994-09-02,98.0,Little Odessa,http://www.imdb.com/title/tt0110365/,1994
9024,Benjamin Epps,Matt K. Turner,Kristin Chenoweth,Matthew Modine,Olesya Rulin,Kristin Chenoweth,Matthew Modine,Olesya Rulin,Joey King,Shirley Jones,,R,Benjamin Epps,"Comedy, Drama",,6.3,35.0,6057,,0,0,0,0,2013-03-29,105.0,Family Weekend,http://www.imdb.com/title/tt1821426/,2013
9025,Abbas Kiarostami,Abbas Kiarostami,Behzad Dorani,Noghre Asadi,Roushan Karam Elmi,Behzad Dorani,Noghre Asadi,Roushan Karam Elmi,Bahman Ghobadi,Shahpour Ghobadi,,NOT RATED,Abbas Kiarostami,Drama,"$213,253,",7.6,86.0,6354,,0,0,6,4,1999-09-06,118.0,Bad ma ra khahad bord,http://www.imdb.com/title/tt0209463/,1999
9026,Tyler Perry,Tyler Perry,Tamela J. Mann,Angela Bassett,Tyler Perry,Tyler Perry,David Mann,Tamela J. Mann,Angela Bassett,Lance Gross,,PG-13,Tyler Perry,"Comedy, Drama, Romance","$41,939,392,",4.2,45.0,5967,,0,0,3,0,2008-03-21,100.0,Meet the Browns,http://www.imdb.com/title/tt1047494/,2008
9027,Babak Najafi,Maria Karlsson,Peter Birro,Joel Kinnaman,Matias Varela,Dragomir Mrsic,Joel Kinnaman,Matias Varela,Dragomir Mrsic,Fares Fares,,NOT RATED,Babak Najafi,"Action, Crime, Drama, Thriller",,6.2,57.0,6205,,0,0,3,1,2012-08-10,99.0,Snabba cash II,http://www.imdb.com/title/tt1588342/,2012
9028,Jason Connery,Keith Kjornes,Cuba Gooding Jr.,Ray Winstone,Ron Perlman,Cuba Gooding Jr.,Taryn Manning,Valerie Cruz,Franky G,Zack Ward,"$10,000,000",R,Jason Connery,"Action, Horror, Sci-Fi",,3.7,,5974,,0,0,0,0,2009-05-26,90.0,The Devil's Tomb,http://www.imdb.com/title/tt1147687/,2009
9029,Josh Appignanesi,David Baddiel,Omid Djalili,Richard Schiff,Archie Panjabi,Igal Naor,Stewart Scudamore,Omid Djalili,James Floyd,Archie Panjabi,,TV-PG,Josh Appignanesi,"Comedy, Drama","$4,500,000,",6.4,57.0,5923,"£135,448 (United Kingdom),",0,0,2,1,2010-04-09,105.0,The Infidel,http://www.imdb.com/title/tt1424003/,2010
9030,Mohsen Makhmalbaf,Mohsen Makhmalbaf,Nelofer Pazira,Hassan Tantai,Ike Ogut,Ike Ogut,Nelofer Pazira,Hassan Tantai,Sadou Teymouri,Hoyatala Hakimi,,NOT RATED,Mohsen Makhmalbaf,"Biography, Drama, War","$21,122,",6.8,76.0,5976,,0,0,6,3,2001-05-11,85.0,Safar e Ghandehar,http://www.imdb.com/title/tt0283431/,2001
9031,Steve Sekely,Freddie Francis,Bernard Gordon,Philip Yordan,Howard Keel,Nicole Maurey,Janette Scott,Howard Keel,Nicole Maurey,Janette Scott,"$750,000",APPROVED,"Steve Sekely, Freddie Francis","Horror, Sci-Fi",,6.1,,6099,,0,0,0,0,1963-04-25,93.0,The Day of the Triffids,http://www.imdb.com/title/tt0055894/,1963
9032,Tommy Chong,Tommy Chong,Cheech Marin,Cheech Marin,Tommy Chong,Benita Barrie,Tommy Chong,Cheech Marin,Benita Barrie,Sandra Bernhard,,R,Tommy Chong,"Comedy, Crime","$37,000,000",6.2,54.0,6064,,0,0,0,0,1981-06-05,88.0,Nice Dreams,http://www.imdb.com/title/tt0082163/,1981
9033,Étienne Chatiliez,Laurent Chouchan,Étienne Chatiliez,Sabine Azéma,André Dussollier,Éric Berger,Sabine Azéma,André Dussollier,Éric Berger,Hélène Duc,"FRF 110,000,000",NR,�tienne Chatiliez,Comedy,,6.4,,6062,"$4,330,710 (France),",0,0,2,0,2001-11-21,108.0,Tanguy,http://www.imdb.com/title/tt0274155/,2001
9034,Mukul Anand,Kader Khan,Santosh Saroj,Amitabh Bachchan,Mithun Chakraborty,Madhavi,Amitabh Bachchan,Mithun Chakraborty,Madhavi,Neelam Kothari,,NOT RATED,Mukul Anand,"Action, Crime, Drama",,7.8,,6583,,0,0,1,3,1990-02-16,174.0,Agneepath,http://www.imdb.com/title/tt0098999/,1990
9035,Jimmy T. Murakami,Roger Corman,John Sayles,John Sayles,George Peppard,Robert Vaughn,Richard Thomas,Richard Thomas,Robert Vaughn,John Saxon,"$2,000,000",PG,"Roger Corman, Jimmy T. Murakami","Action, Adventure, Sci-Fi","$11,000,000,",5.5,,6161,,0,0,4,1,1980-08-10,104.0,Battle Beyond the Stars,http://www.imdb.com/title/tt0080421/,1980
9036,Ernst Marischka,Ernst Marischka,Romy Schneider,Karlheinz Böhm,Magda Schneider,Romy Schneider,Karlheinz Böhm,Magda Schneider,Uta Franz,Gustav Knuth,,NR,Ernst Marischka,"Comedy, Drama, History, Romance",,7.1,,6316,,0,0,1,0,1955-12-21,102.0,Sissi,http://www.imdb.com/title/tt0048624/,1955
9037,Terence Young,Laird Koenig,Denne Bart Petitclerc,Charles Bronson,Toshirô Mifune,Alain Delon,Charles Bronson,Ursula Andress,Toshirô Mifune,Alain Delon,,PG,Terence Young,"Action, Western",,7.0,,6221,,0,0,0,0,1971-09-15,112.0,Soleil rouge,http://www.imdb.com/title/tt0067770/,1971
9038,Chris Crow,Chris Crow,Frazer Lee,Scarlett Alice Johnson,Jack Gordon,Michael Jibson,Scarlett Alice Johnson,Jack Gordon,Michael Jibson,Elen Rhys,"£300,000",NOT RATED,Chris Crow,"Horror, Thriller",,5.3,,6073,,0,0,0,0,2011-08-27,96.0,Panic Button,http://www.imdb.com/title/tt1727358/,2011
9039,Henry Saine,Jason Dodson,Jason Dodson,Matthew Marsden,Kristanna Loken,Christian Pitre,Matthew Marsden,Kristanna Loken,Christian Pitre,Barak Hardley,,R,Henry Saine,"Action, Sci-Fi, Thriller",,5.5,46.0,6074,,0,0,0,0,2013-04-05,92.0,Bounty Killer,http://www.imdb.com/title/tt2369396/,2013
9040,Italo Zingarelli,Barbara Alberti,Amedeo Pagani,Terence Hill,Bud Spencer,Joe Bugner,Terence Hill,Bud Spencer,Joe Bugner,May Dlamini,,NR,Italo Zingarelli,"Action, Adventure, Comedy",,6.7,,6312,,0,0,0,1,1979-12-01,108.0,Io sto con gli ippopotami,http://www.imdb.com/title/tt0079351/,1979
9041,Rajat Kapoor,Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor,Taranjit Kaur,Maya Sarao,,NR,Rajat Kapoor,"Comedy, Drama",,8.0,,6939,,0,0,5,5,2013-12-05,107.0,Ankhon Dekhi,http://www.imdb.com/title/tt3614516/,2013
9042,Dario Argento,Graziella Magherini,Dario Argento,Asia Argento,Thomas Kretschmann,Marco Leonardi,Asia Argento,Thomas Kretschmann,Marco Leonardi,Luigi Diberti,"$3,800,000",NOT RATED,Dario Argento,"Horror, Mystery, Thriller",,6.1,42.0,6179,,0,0,3,1,1996-01-26,120.0,La sindrome di Stendhal,http://www.imdb.com/title/tt0117658/,1996
9043,John Putch,Duke Sandefur,Brian Patrick O'Toole,Samantha Mathis,Jason Beghe,Esai Morales,Diedrich Bader,Jason Beghe,Jordana Capra,Jennifer Cortese,"$10,000,000",PG-13,John Putch,"Drama, Mystery, Sci-Fi","$3,333,823,",5.4,26.0,5968,,0,0,3,0,2012-10-12,111.0,Atlas Shrugged II: The Strike,http://www.imdb.com/title/tt1985017/,2012
9044,John Pieplow,Dee Snider,Kevin Gage,Elizabeth Peña,Dee Snider,Kevin Gage,Elizabeth Peña,Brett Harrelson,Robert Englund,Linda Cardellini,"$1,100,000",R,John Pieplow,"Horror, Thriller","$631,221,",5.0,,5981,,0,0,0,0,1998-10-02,85.0,Strangeland,http://www.imdb.com/title/tt0124102/,1998
9045,Norman Jewison,Joe Eszterhas,Joe Eszterhas,Sylvester Stallone,Rod Steiger,Peter Boyle,Sylvester Stallone,Rod Steiger,Peter Boyle,Melinda Dillon,"$11,000,000",PG,Norman Jewison,"Crime, Drama, Thriller","$20,388,920",6.4,,6060,,0,0,1,1,1978-04-13,145.0,F.I.S.T,http://www.imdb.com/title/tt0077531/,1978
9046,Jean-Claude Lauzon,Jean-Claude Lauzon,Maxime Collin,Ginette Reno,Gilbert Sicotte,Gilbert Sicotte,Maxime Collin,Ginette Reno,Julien Guiomar,Pierre Bourgault,,NOT RATED,Jean-Claude Lauzon,"Comedy, Drama","$610,488",7.6,,6024,,0,0,8,8,1992-09-16,107.0,L�olo,http://www.imdb.com/title/tt0104782/,1992
9047,Mark Dindal,Mark Dindal,Robert Lence,Scott Bakula,Jasmine Guy,Natalie Cole,Scott Bakula,Jasmine Guy,Natalie Cole,Ashley Peldon,"$32,000,000",G,Mark Dindal,"Animation, Comedy, Family, Fantasy, Musical","$3,562,749,",6.9,,6114,,0,0,13,3,1997-03-26,75.0,Cats Don't Dance,http://www.imdb.com/title/tt0118829/,1997
9048,Mike Figgis,Eric Roth,Eric Roth,Richard Gere,Lena Olin,Anne Bancroft,Richard Gere,Lena Olin,Anne Bancroft,Tom Irwin,"$25,000,000",R,Mike Figgis,"Drama, Romance","$8,315,975",5.8,,6020,,0,0,0,0,1993-10-08,114.0,Mr. Jones,http://www.imdb.com/title/tt0107611/,1993
9049,John Hindman,John Hindman,Jeff Daniels,Lauren Graham,Lou Taylor Pucci,Jeff Daniels,Lauren Graham,Lou Taylor Pucci,Olivia Thirlby,Kat Dennings,,R,John Hindman,"Comedy, Romance","$25,589,",6.4,44.0,5914,,0,0,2,0,2009-01-18,97.0,Arlen Faber,http://www.imdb.com/title/tt1187041/,2009
9050,Johnnie To,Ka-Fai Wai,Ho-Cheung Pang,Ka-Fai Wai,Andy Lau,Takashi Sorimachi,Kelly Lin,Andy Lau,Takashi Sorimachi,Simon Yam,,R,"Johnnie To, Ka-Fai Wai","Action, Crime, Drama, Thriller","$14,992,",7.0,54.0,5886,,0,0,3,0,2001-08-03,102.0,Chuen jik sat sau,http://www.imdb.com/title/tt0286635/,2001
9051,Gerard Stembridge,Gerard Stembridge,Tommy Tiernan,Stuart Townsend,Kate Hudson,Tommy Tiernan,Tommy Tiernan,Kate Hudson,Frances O'Connor,Stewart Roche,,R,Gerard Stembridge,"Comedy, Romance","$151,559,",5.9,64.0,5969,"£86,474 (United Kingdom),",0,0,3,0,2000-01-28,97.0,About Adam,http://www.imdb.com/title/tt0199314/,2000
9052,Edward Burns,Edward Burns,Edward Burns,Heather Graham,Penny Balfour,Penny Balfour,Edward Burns,Michael Leydon Campbell,Nadia Dajani,Rosario Dawson,"$1,000,000",R,Edward Burns,"Comedy, Romance","$2,402,459,",6.5,49.0,5903,,0,0,0,0,2001-04-20,108.0,Sidewalks of New York,http://www.imdb.com/title/tt0239986/,2001
9053,Luchino Visconti,Nicola Badalucco,Enrico Medioli,Dirk Bogarde,Ingrid Thulin,Helmut Griem,Dirk Bogarde,Ingrid Thulin,Helmut Griem,Helmut Berger,,R,Luchino Visconti,"Drama, War",,7.6,,6170,,1,0,11,5,1969-10-02,156.0,La caduta degli dei (G�tterd�mmerung),http://www.imdb.com/title/tt0064118/,1969
9054,John Waters,John Waters,Divine,David Lochary,Mary Vivian Pearce,Divine,David Lochary,Mary Vivian Pearce,Mink Stole,Edith Massey,"$25,000",NC-17,John Waters,"Comedy, Crime",,7.3,,6082,,0,0,0,0,1974-10-04,89.0,Female Trouble,http://www.imdb.com/title/tt0072979/,1974
9055,Chathra Weeraman,Saman Weeraman,Uddika Premarathna,Dilhani Ekanayake,Roshan Ravindra,Uddika Premarathna,Dilhani Ekanayake,Roshan Ravindra,Menaka Peiris,Dineth De Silva,"LKR 130,000,000",NR,Chathra Weeraman,History,,9.7,,6239,,0,0,0,0,2017-01-20,113.0,Aloko Udapadi,http://www.imdb.com/title/tt5963218/,2017
9056,Kamil Aydin,Ahmet Yilmaz,Ahmet Yilmaz,Sahin Irmak,Berivan Karaman,Ersin Korkut,Sahin Irmak,Berivan Karaman,Ersin Korkut,Yildirim Memisoglu,"$2,000,000",NR,"Kamil Aydin, Ahmet Yilmaz","Comedy, Fantasy, Horror",,5.0,,6400,,0,0,0,0,2007-12-20,105.0,Kutsal Damacana,http://www.imdb.com/title/tt1092011/,2007
9057,Charlie Stratton,Neal Bell,Charlie Stratton,Elizabeth Olsen,Tom Felton,Jessica Lange,Elizabeth Olsen,Oscar Isaac,Tom Felton,Jessica Lange,,R,Charlie Stratton,"Crime, Drama, Thriller","$420,266,",6.2,47.0,6312,,0,0,1,0,2013-09-07,107.0,In Secret,http://www.imdb.com/title/tt0409379/,2013
9058,Sarah Kernochan,Sarah Kernochan,Kirsten Dunst,Lynn Redgrave,Gaby Hoffmann,Kirsten Dunst,Gaby Hoffmann,Lynn Redgrave,Rachael Leigh Cook,Tom Guiry,,PG-13,Sarah Kernochan,Comedy,"$968,506",6.7,60.0,5957,,0,0,0,0,1998-07-01,97.0,Strike!,http://www.imdb.com/title/tt0120692/,1998
9059,John Duigan,Steve Coogan,Henry Normal,Steve Coogan,Lena Headey,Emma Gilmour,Steve Coogan,Emma Gilmour,Susan Jane Tanner,Iain Mitchell,"$6,000,000",R,John Duigan,"Comedy, Crime",,6.4,,5896,"£902,028 (United Kingdom),",0,0,2,0,2001-08-10,93.0,The Parole Officer,http://www.imdb.com/title/tt0283534/,2001
9060,Antti-Jussi Annila,Iiro Küttner,Ville Virtanen,Tommi Eronen,Viktor Klimenko,Ville Virtanen,Tommi Eronen,Viktor Klimenko,Rain Tolk,Kari Ketonen,"€930,679",UNRATED,Antti-Jussi Annila,Horror,,6.3,,6058,,0,0,5,5,2008-09-05,83.0,Sauna,http://www.imdb.com/title/tt1124394/,2008
9061,Aldo Baglio,Giacomo Poretti,Aldo Baglio,Giovanni Storti,Aldo Baglio,Giovanni Storti,Giacomo Poretti,Aldo Baglio,Giovanni Storti,Giacomo Poretti,,NR,"Giacomo, Giovanni, Aldo, Massimo Venier",Comedy,,7.6,,6251,,0,0,2,2,1997-12-27,100.0,Tre uomini e una gamba,http://www.imdb.com/title/tt0135007/,1997
9062,Franco Zeffirelli,William Shakespeare,Suso Cecchi D'Amico,Elizabeth Taylor,Richard Burton,Cyril Cusack,Elizabeth Taylor,Richard Burton,Cyril Cusack,Michael Hordern,"$4,000,000",APPROVED,Franco Zeffirelli,"Comedy, Drama, Romance","$12,000,000,",7.2,,6146,,2,0,5,7,1967-02-27,122.0,The Taming of the Shrew,http://www.imdb.com/title/tt0061407/,1967
9063,Lance Mungia,Jeffrey Falcon,Lance Mungia,Jeffrey Falcon,Justin McGuire,Kim De Angelo,Jeffrey Falcon,Justin McGuire,Kim De Angelo,Stephane Gauger,"$2,000,000",PG-13,Lance Mungia,"Action, Adventure, Comedy, Drama, Fantasy, Music, Sci-Fi","$124,494,",6.7,,6048,,0,0,2,2,1998-09-15,91.0,Six-String Samurai,http://www.imdb.com/title/tt0118736/,1998
9064,Mike Figgis,Mike Figgis,Wesley Snipes,Nastassja Kinski,Kyle MacLachlan,Wesley Snipes,Nastassja Kinski,Kyle MacLachlan,Ming-Na Wen,Robert Downey Jr.,"$24,000,000",R,Mike Figgis,"Drama, Romance","$5,600,000,",5.8,,5955,,0,0,3,1,1997-08-31,102.0,One Night Stand,http://www.imdb.com/title/tt0119832/,1997
9065,John Stainton,John Stainton,Holly Goldberg Sloan,Steve Irwin,Terri Irwin,Magda Szubanski,Steve Irwin,Terri Irwin,Magda Szubanski,David Wenham,"$13,000,000",PG,John Stainton,"Action, Adventure, Comedy, Family","$28,399,192,",5.4,50.0,5890,,0,0,1,1,2002-07-12,90.0,The Crocodile Hunter: Collision Course,http://www.imdb.com/title/tt0305396/,2002
9066,Claude Chabrol,Claude Chabrol,Stéphane Audran,Jean Yanne,Antonio Passalia,Stéphane Audran,Jean Yanne,Antonio Passalia,Pascal Ferone,Mario Beccara,,GP,Claude Chabrol,"Drama, Thriller",,7.6,,6106,,0,0,0,2,1970-02-27,93.0,Le boucher,http://www.imdb.com/title/tt0064106/,1970
9067,Gillian Armstrong,Peter Carey,Laura Jones,Ralph Fiennes,Cate Blanchett,Ciarán Hinds,Ralph Fiennes,Cate Blanchett,Ciarán Hinds,Tom Wilkinson,"AUD 16,000,000",R,Gillian Armstrong,"Drama, Romance","$1,508,689,",6.7,66.0,5965,,1,0,7,10,1997-12-31,132.0,Oscar and Lucinda,http://www.imdb.com/title/tt0119843/,1997
9068,Ekachai Uekrongtham,Dolph Lundgren,Steven Elder,Dolph Lundgren,Tony Jaa,Ron Perlman,Dolph Lundgren,Tony Jaa,Michael Jai White,Ron Perlman,"$9,000,000",R,Ekachai Uekrongtham,"Action, Crime, Thriller","$1,242,",5.7,39.0,6276,,0,0,0,0,2014-11-07,96.0,Skin Trade,http://www.imdb.com/title/tt1641841/,2014
9069,Edward Dmytryk,Edward Anhalt,Irwin Shaw,Marlon Brando,Montgomery Clift,Dean Martin,Marlon Brando,Montgomery Clift,Dean Martin,Hope Lange,"$3,000,000",APPROVED,Edward Dmytryk,"Action, Drama, War",,7.3,,6081,,3,0,4,1,1958-04-02,167.0,The Young Lions,http://www.imdb.com/title/tt0052415/,1958
9070,Ben Sombogaart,Tessa de Loo,Marieke van der Pol,Ellen Vogel,Gudrun Okras,Thekla Reuten,Ellen Vogel,Gudrun Okras,Thekla Reuten,Nadja Uhl,,R,Ben Sombogaart,"Drama, Romance, War","$1,207,",7.5,,5945,,1,0,7,4,2002-12-12,137.0,De tweeling,http://www.imdb.com/title/tt0322674/,2002
9071,Surrender Reddy,Surrender Reddy,A. Deepakraj,Shivgopal Krishna,Allu Arjun,Shruti Haasan,Shaam,Allu Arjun,Shruti Haasan,Shaam,,NOT RATED,Surrender Reddy,"Action, Comedy",,7.2,,6599,"INR 216,500,000 (India),",0,0,0,2,2014-04-10,163.0,Race Gurram,http://www.imdb.com/title/tt3142764/,2014
9072,Mike Mendez,Gregory Gieras,Greg Grunberg,Lin Shaye,Ruben Pla,Greg Grunberg,Lin Shaye,Ruben Pla,Alexis Kendra,Lombardo Boyar,,PG-13,Mike Mendez,"Action, Comedy, Sci-Fi, Thriller",,5.3,53.0,6083,,0,0,2,1,2013-03-07,80.0,Big Ass Spider!,http://www.imdb.com/title/tt1830713/,2013
9073,Jacques Tati,Jacques Tati,Henri Marquet,Jacques Tati,Guy Decomble,Paul Frankeur,Guy Decomble,Paul Frankeur,Santa Relli,Maine Vallée,,NOT RATED,Jacques Tati,Comedy,,7.4,,6172,,0,0,1,1,1949-05-11,70.0,Jour de f�te,http://www.imdb.com/title/tt0040497/,1949
9074,DJ Pooh,DJ Pooh,Dr. Dre,Snoop Dogg,Anthony Albano,Anthony Albano,Dr. Dre,Tic,Lamont Bentley,Bishop Don Magic Juan,"$7,000,000",R,DJ Pooh,Comedy,"$10,097,096,",4.7,18.0,5975,,0,0,0,0,2001-11-14,93.0,The Wash,http://www.imdb.com/title/tt0290332/,2001
9075,Lajos Koltai,Imre Kertész,Imre Kertész,Marcell Nagy,Béla Dóra,Bálint Péntek,Marcell Nagy,Béla Dóra,Bálint Péntek,Áron Dimény,"HUF 2,500,000,000",R,Lajos Koltai,"Drama, Romance, War","$195,888,",7.0,87.0,6001,,0,0,7,5,2005-02-08,140.0,Sorstalans�g,http://www.imdb.com/title/tt0367082/,2005
9076,Henry Hathaway,Harold Robbins,John Michael Hayes,Steve McQueen,Karl Malden,Brian Keith,Steve McQueen,Karl Malden,Brian Keith,Arthur Kennedy,,NOT RATED,Henry Hathaway,Western,"$14,170,000",7.0,,6162,,0,0,1,0,1966-05-23,128.0,Nevada Smith,http://www.imdb.com/title/tt0060748/,1966
9077,John Landis,James Marshall,Harry Allard,Tom Arnold,Jessica Lundy,Bug Hall,Tom Arnold,Jessica Lundy,Bug Hall,Alex McKenna,"$25,000,000",PG,John Landis,"Comedy, Adventure","$2,415,593,",4.1,,5884,,0,0,4,2,1996-08-08,94.0,The Stupids,http://www.imdb.com/title/tt0117768/,1996
9078,Dante Ariola,Becky Johnston,Colin Firth,Emily Blunt,Anne Heche,Colin Firth,Emily Blunt,Lucas Hedges,Anne Heche,M. Emmet Walsh,,R,Dante Ariola,Drama,,5.7,42.0,6086,,0,0,1,0,2012-09-10,93.0,Arthur Newman,http://www.imdb.com/title/tt1930546/,2012
9079,Shashanka Ghosh,D.N. Mukherjee,Indira Bisht,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah,Kiron Kher,,NR,Shashanka Ghosh,"Comedy, Romance","$710,508,",6.4,,6083,,0,0,2,0,2014-09-19,130.0,Khoobsurat,http://www.imdb.com/title/tt3554418/,2014
9080,Johnnie To,Ka-Fai Wai,Ka-Fai Wai,Kin-Yee Au,Ching Wan Lau,Andy On,Ka Tung Lam,Ching Wan Lau,Andy On,Ka Tung Lam,,NOT RATED,"Johnnie To, Ka-Fai Wai","Crime, Mystery, Thriller","$4,629,",7.3,68.0,5991,,0,0,11,6,2007-09-06,89.0,San taam,http://www.imdb.com/title/tt0969269/,2007
9081,David Winters,Neal Sundstrom,Maria Dante,Reb Brown,John Phillip Law,James Ryan,Reb Brown,John Phillip Law,James Ryan,Cameron Mitchell,,R,"David Winters, Neal Sundstrom","Action, Adventure, Romance, Sci-Fi",,2.0,,6015,,0,0,0,0,1988-08-01,91.0,Space Mutiny,http://www.imdb.com/title/tt0096149/,1988
9082,Hans-Christian Schmid,Michael Dierking,Michael Gutmann,August Diehl,Fabian Busch,Dieter Landuris,August Diehl,Fabian Busch,Dieter Landuris,Jan-Gregor Kremp,,NR,Hans-Christian Schmid,"Thriller, Drama",,7.3,,5942,,0,0,4,7,1998-07-02,99.0,23,http://www.imdb.com/title/tt0126765/,1998
9083,Bruce Beresford,Charlie Peters,Tom Selleck,Paulina Porizkova,William Daniels,Tom Selleck,Paulina Porizkova,William Daniels,James Farentino,Hurd Hatfield,,PG,Bruce Beresford,"Comedy, Crime, Mystery, Romance","$18,699,037",5.7,24.0,5971,,0,0,1,0,1989-02-03,94.0,Her Alibi,http://www.imdb.com/title/tt0097500/,1989
9084,Olatunde Osunsanmi,John Swetnam,Torrey DeVitto,Caitlin Stasey,Harry Lennix,Torrey DeVitto,Caitlin Stasey,Harry Lennix,Stephen Moyer,Nolan Gerard Funk,,NOT RATED,Olatunde Osunsanmi,"Crime, Mystery, Thriller",,5.4,14.0,6093,,0,0,1,0,2013-05-02,94.0,Evidence,http://www.imdb.com/title/tt1828970/,2013
9085,Roger Donaldson,Daniel Pyne,Willem Dafoe,Mary Elizabeth Mastrantonio,Mickey Rourke,Willem Dafoe,Mary Elizabeth Mastrantonio,Mickey Rourke,Samuel L. Jackson,M. Emmet Walsh,,R,Roger Donaldson,"Action, Crime, Drama, Thriller","$9,011,574",6.0,,5954,,0,0,0,0,1992-04-24,101.0,White Sands,http://www.imdb.com/title/tt0105813/,1992
9086,Rakeysh Omprakash Mehra,Rakeysh Omprakash Mehra,Prasoon Joshi,Waheeda Rehman,Abhishek Bachchan,Sonam Kapoor,Waheeda Rehman,Abhishek Bachchan,Sonam Kapoor,Rishi Kapoor,,NR,Rakeysh Omprakash Mehra,"Comedy, Drama","$879,913,",6.0,45.0,5943,,0,0,7,2,2009-02-18,141.0,Delhi-6,http://www.imdb.com/title/tt1043451/,2009
9087,Robert Stevenson,Bill Walsh,Gordon Buford,Helen Hayes,Ken Berry,Stefanie Powers,Helen Hayes,Ken Berry,Stefanie Powers,John McIntire,,G,Robert Stevenson,"Comedy, Family, Fantasy, Romance","$38,229,000",5.6,,6093,,0,0,0,0,1974-02-12,88.0,Herbie Rides Again,http://www.imdb.com/title/tt0071607/,1974
9088,Robert Florey,Joseph Santley,George S. Kaufman,Morrie Ryskind,Groucho Marx,Harpo Marx,Chico Marx,The Marx Brothers,Zeppo Marx,Groucho Marx,"$500,000",NOT RATED,"Joseph Santley, Robert Florey","Comedy, Musical",,7.2,,6024,,0,0,2,0,1929-05-23,96.0,The Cocoanuts,http://www.imdb.com/title/tt0019777/,1929
