,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
226,Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,Damian Chapa,Kylie Minogue,,Steven E. de Souza,105414729.0,3.8,nan,56815,,0,0,2,0,1994-12-23,102.0,Street Fighter,1994-01-01,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,175426181.73520663,,
227,Walter Hill,Roger Spottiswoode,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,Nick Nolte,Eddie Murphy,Annette O'Toole,Frank McRae,,Walter Hill,78868508.0,6.9,71.0,58440,,0,0,1,2,1982-12-08,96.0,48 Hrs.,1982-01-01,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,201600165.80157515,,
228,Richard Donner,Michael Crichton,Jeff Maguire,Paul Walker,Gerard Butler,Billy Connolly,Paul Walker,Frances O'Connor,Gerard Butler,Billy Connolly,,Richard Donner,24453820.0,5.6,28.0,55520,,0,0,0,0,2003-11-19,116.0,Timeline,2003-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,32790030.314870216,,
229,Brian Robbins,Eddie Murphy,Charlie Murphy,Eddie Murphy,Thandie Newton,Terry Crews,Eddie Murphy,Thandie Newton,Terry Crews,Clifton Powell,,Brian Robbins,159313561.0,4.0,27.0,57697,,1,0,8,8,2007-02-09,102.0,Norbit,2007-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,189531209.06068707,,
230,Gavin O'Connor,Joe Carnahan,Gavin O'Connor,Edward Norton,Colin Farrell,Noah Emmerich,Colin Farrell,Edward Norton,Jon Voight,Noah Emmerich,,Gavin O'Connor,43440721.0,6.7,45.0,55507,,0,0,2,0,2008-09-09,130.0,Pride and Glory,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,49770781.51499397,,
231,Martin Scorsese,Joe Connelly,Paul Schrader,Nicolas Cage,Patricia Arquette,John Goodman,Nicolas Cage,Patricia Arquette,John Goodman,Ving Rhames,,Martin Scorsese,16640210.0,6.8,70.0,56353,,0,0,4,2,1999-10-22,121.0,Bringing Out the Dead,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,24641296.476001803,,
232,Michael Haneke,Michael Haneke,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,,Michael Haneke,2222647.0,7.8,82.0,58790,,2,0,39,58,2009-05-21,144.0,Das wei�e Band - Eine deutsche Kindergeschichte,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,2555541.06211516,,
233,Marc Forster,Jason Keller,Gerard Butler,Michelle Monaghan,Michael Shannon,Gerard Butler,Michelle Monaghan,Kathy Baker,Michael Shannon,Ryann Campos,,Marc Forster,1104633.0,6.8,43.0,57292,,0,0,1,0,2011-09-11,129.0,Machine Gun Preacher,2011-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1211344.0334755185,,
234,Gil Kenan,Caroline Thompson,Jeanne Duprau,Saoirse Ronan,Toby Jones,Bill Murray,Saoirse Ronan,David Ryall,Harry Treadaway,Mary Kay Place,,Gil Kenan,17929684.0,6.5,58.0,56929,,0,0,6,0,2008-09-25,90.0,City of Ember,2008-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,20542347.466951188,,
235,Steven Soderbergh,Scott Z. Burns,Kurt Eichenwald,Matt Damon,Tony Hale,Patton Oswalt,Matt Damon,Lucas McHugh Carroll,Eddie Jemison,Rusty Schwimmer,,Steven Soderbergh,41771168.0,6.5,66.0,56180,,0,0,18,1,2009-09-07,108.0,The Informant!,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,48027390.330768116,,
236,Stephen Frears,Christopher Hampton,Choderlos de Laclos,Glenn Close,John Malkovich,Michelle Pfeiffer,Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz,,Stephen Frears,34700000.0,7.6,74.0,56636,,0,3,20,16,1988-12-11,119.0,Dangerous Liaisons,1988-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,72378952.59597744,,
237,Antoine Fuqua,Michael C. Martin,Richard Gere,Don Cheadle,Ethan Hawke,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Will Patton,,Antoine Fuqua,27154426.0,6.7,43.0,55618,,0,0,10,1,2009-01-16,132.0,Brooklyn's Finest,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,31221444.818348352,,
238,Robert Aldrich,Nunnally Johnson,Lukas Heller,Lee Marvin,Ernest Borgnine,Charles Bronson,Lee Marvin,Ernest Borgnine,Charles Bronson,Jim Brown,,Robert Aldrich,45300000.0,7.8,nan,57773,,0,1,8,3,1967-06-15,150.0,The Dirty Dozen,1967-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,334971942.07693946,,
239,Peter Howitt,Peter Howitt,Gwyneth Paltrow,John Hannah,John Lynch,Gwyneth Paltrow,John Hannah,John Lynch,Jeanne Tripplehorn,Zara Turner,,Peter Howitt,11883495.0,6.8,59.0,56205,,0,0,4,6,1998-01-26,99.0,Sliding Doors,1998-01-01,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,17982453.834186893,,
240,Mark A.Z. Dippé,Todd McFarlane,Alan B. McElroy,Michael Jai White,John Leguizamo,Martin Sheen,Michael Jai White,John Leguizamo,Martin Sheen,Theresa Randle,,Mark A.Z. Dipp�,87949859.0,5.2,34.0,56970,,0,0,5,1,1997-07-01,96.0,Spawn,1997-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,135154213.0526375,,
241,Alejandro Amenábar,Alejandro Amenábar,Mateo Gil,Eduardo Noriega,Penélope Cruz,Chete Lera,Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,,Alejandro Amen�bar,,7.8,nan,56751,,0,0,11,5,1997-12-19,117.0,Abre los ojos,1997-01-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,,,
242,Adam Green,Adam Green,Shawn Ashmore,Emma Bell,Kevin Zegers,Emma Bell,Shawn Ashmore,Kevin Zegers,Ed Ackerman,Rileah Vanderbilt,,Adam Green,243390.0,6.2,43.0,58402,,0,0,5,2,2010-01-24,93.0,Frozen,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,275327.92298291036,,
243,Woody Allen,Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,Carrie Fisher,Michael Caine,Mia Farrow,Dianne Wiest,,Woody Allen,40084041.0,8.0,90.0,58042,,0,3,27,22,1986-01-16,107.0,Hannah and Her Sisters,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,90207468.82781953,,
244,John G. Avildsen,Robert Mark Kamen,Robert Mark Kamen,Pat Morita,Ralph Macchio,Bruce Malmuth,Pat Morita,Ralph Macchio,Bruce Malmuth,Eddie Smith,,John G. Avildsen,115103979.0,5.9,nan,59746,,1,0,2,4,1986-06-19,113.0,The Karate Kid Part II,1986-01-01,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,259036722.31051984,,
245,Bradley Parker,Oren Peli,Carey Van Dyke,Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,Ingrid Bolsø Berdal,Dimitri Diatchenko,Olivia Taylor Dudley,Devin Kelley,,Bradley Parker,38390020.0,5.0,nan,56342,,0,0,1,0,2012-05-24,86.0,Chernobyl Diaries,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,41245266.221745975,,
246,Daniel Alfredson,Stieg Larsson,Ulf Ryberg,Michael Nyqvist,Noomi Rapace,Lena Endre,Michael Nyqvist,Noomi Rapace,Lena Endre,Annika Hallin,,Daniel Alfredson,5188972.0,7.3,60.0,58288,,0,0,3,1,2009-11-27,147.0,Luftslottet som spr�ngdes,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,5966143.528939065,,
247,Richard LaGravenese,Richard LaGravenese,Freedom Writers,Hilary Swank,Imelda Staunton,Patrick Dempsey,Hilary Swank,Patrick Dempsey,Scott Glenn,Imelda Staunton,,Richard LaGravenese,43090741.0,7.5,64.0,57904,,0,0,1,2,2007-01-05,123.0,Freedom Writers,2007-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,51263936.288831815,,
248,Alejandro Amenábar,Alejandro Amenábar,Mateo Gil,Rachel Weisz,Max Minghella,Oscar Isaac,Rachel Weisz,Max Minghella,Oscar Isaac,Ashraf Barhom,,Alejandro Amen�bar,38422082.0,7.2,55.0,57826,,0,0,14,11,2009-05-17,127.0,Agora,2009-01-01,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,44176699.333252534,,
249,Jake Schreier,Christopher Ford,Peter Sarsgaard,Frank Langella,Susan Sarandon,Frank Langella,James Marsden,Liv Tyler,Peter Sarsgaard,Susan Sarandon,,Jake Schreier,3325638.0,7.1,67.0,56459,,0,0,6,2,2012-01-20,89.0,Robot & Frank,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,3572981.3286670553,,
250,Jody Hill,Jody Hill,Seth Rogen,Anna Faris,Ray Liotta,Seth Rogen,Ray Liotta,Michael Peña,Anna Faris,Dan Bakkedahl,,Jody Hill,23993605.0,5.8,54.0,54887,,0,0,4,1,2009-03-16,86.0,Observe and Report,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,27587215.96622028,,
251,Craig Brewer,Craig Brewer,Christina Ricci,Samuel L. Jackson,Justin Timberlake,Samuel L. Jackson,Christina Ricci,Justin Timberlake,S. Epatha Merkerson,John Cothran,,Craig Brewer,10903846.0,7.0,52.0,56134,,0,0,7,1,2006-12-09,116.0,Black Snake Moan,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,13342023.670931831,,
252,Sydney Pollack,Karen Blixen,Judith Thurman,Meryl Streep,Robert Redford,Klaus Maria Brandauer,Meryl Streep,Robert Redford,Klaus Maria Brandauer,Michael Kitchen,,Sydney Pollack,266185197.0,7.2,nan,58805,,0,7,27,23,1985-12-10,161.0,Out of Africa,1985-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,610408766.7038677,,
253,Tom Dey,Jorge Saralegui,Keith Sharon,Robert De Niro,Eddie Murphy,Rene Russo,Robert De Niro,Rachael Harris,Eddie Murphy,Zaid Farid,,Tom Dey,77741732.0,5.5,32.0,55275,,0,0,6,1,2002-03-11,95.0,Showtime,2002-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,106610008.56543711,,
254,Billy Ray,Adam Mazer,William L. Rotko,Chris Cooper,Ryan Phillippe,Dennis Haysbert,Chris Cooper,Ryan Phillippe,Laura Linney,Caroline Dhavernas,,Billy Ray,33231264.0,7.0,74.0,54086,,0,0,2,1,2007-02-16,110.0,Breach,2007-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,39534372.372323565,,
255,Don Bluth,Gary Goldman,Hans Bauer,Randall McCormick,Matt Damon,Drew Barrymore,Bill Pullman,Matt Damon,Bill Pullman,John Leguizamo,,Art Vitello Gary Goldman Don Bluth,14001208.0,6.6,48.0,54516,,0,0,6,1,2000-06-13,94.0,Titan A.E.,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,20056120.6512892,,
256,Sebastián Cordero,Philip Gelatt,Sharlto Copley,Michael Nyqvist,Christian Camargo,Daniel Wu,Sharlto Copley,Christian Camargo,Karolina Wydra,Michael Nyqvist,,Sebasti�n Cordero,125687.0,6.5,68.0,59184,,0,0,2,1,2013-06-15,90.0,Europa Report,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,133084.970689964,,
257,Christophe Gans,Stéphane Cabel,Stéphane Cabel,Samuel Le Bihan,Mark Dacascos,Jérémie Renier,Samuel Le Bihan,Mark Dacascos,Jérémie Renier,Vincent Cassel,,Christophe Gans,70752904.0,7.1,57.0,55740,,0,0,22,4,2001-01-31,142.0,Le pacte des loups,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,98564842.28251417,,
258,Phillip Noyce,Leslie Charteris,Jonathan Hensleigh,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev,,Phillip Noyce,108060970.0,6.2,50.0,55125,,0,0,2,1,1997-04-03,116.0,The Saint,1997-01-01,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,166059337.9922834,,
259,Martin Scorsese,Paul D. Zimmerman,Robert De Niro,Jerry Lewis,Diahnne Abbott,Robert De Niro,Jerry Lewis,Diahnne Abbott,Sandra Bernhard,Ed Herlihy,,Martin Scorsese,2500000.0,7.8,nan,60895,,0,0,6,2,1982-12-18,109.0,The King of Comedy,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,6390388.601036269,,
260,Craig Mazin,Craig Mazin,Drake Bell,Leslie Nielsen,Sara Paxton,Drake Bell,Sara Paxton,Christopher McDonald,Leslie Nielsen,Kevin Hart,,Craig Mazin,73026302.0,4.5,33.0,56197,,0,0,0,1,2008-03-27,75.0,Superhero Movie,2008-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,83667490.73271522,,
261,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,Reinol Martinez,,Robert Rodriguez,2041928.0,6.9,73.0,55976,,0,0,4,7,1992-09-04,81.0,El mariachi,1992-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,3589597.3705595452,,
262,Brad Furman,Brian Koppelman,David Levien,Ben Affleck,Justin Timberlake,Gemma Arterton,Justin Timberlake,Ben Affleck,Gemma Arterton,Anthony Mackie,,Brad Furman,62675095.0,5.6,36.0,55926,,0,0,1,0,2013-09-18,88.0,Runner Runner,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,66364167.981300436,,
263,Josef Rusnak,Daniel F. Galouye,Josef Rusnak,Craig Bierko,Gretchen Mol,Armin Mueller-Stahl,Craig Bierko,Armin Mueller-Stahl,Gretchen Mol,Vincent D'Onofrio,,Josef Rusnak,15500000.0,7.0,36.0,57377,,0,0,1,0,1999-04-16,100.0,The Thirteenth Floor,1999-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,22952841.062584423,,
264,Jean-Luc Godard,François Truffaut,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,Jean Seberg,Jean-Paul Belmondo,Daniel Boulanger,Henri-Jacques Huet,Roger Hanin,,Jean-Luc Godard,336705.0,7.9,nan,58816,,0,0,2,4,1960-03-16,90.0,� bout de souffle,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,2808273.394590026,,
265,Sam Raimi,Billy Bob Thornton,Tom Epperson,Cate Blanchett,Katie Holmes,Keanu Reeves,Cate Blanchett,Giovanni Ribisi,Keanu Reeves,Katie Holmes,,Sam Raimi,44567606.0,6.7,62.0,55892,,0,0,8,0,2000-12-18,112.0,The Gift,2000-01-01,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,63841154.497177705,,
266,Brad Silberling,Chris Henchy,Dennis McNicholas,Will Ferrell,Danny McBride,Anna Friel,Will Ferrell,Anna Friel,Danny McBride,Jorma Taccone,,Brad Silberling,68777554.0,5.4,32.0,55527,,0,0,9,2,2009-06-05,102.0,Land of the Lost,2009-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,79078622.65075955,,
267,Andrew Niccol,Andrew Niccol,Al Pacino,Catherine Keener,Rachel Roberts,Al Pacino,Benjamin Salisbury,Winona Ryder,Darnell Williams,Jim Rash,,Andrew Niccol,9680913.0,6.1,49.0,54501,,0,0,1,0,2002-08-23,117.0,S1m0ne,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,13275781.119093815,,
268,Richard Loncraine,Adam Brooks,Jennifer Flackett,Kirsten Dunst,Paul Bettany,Jon Favreau,Kirsten Dunst,Paul Bettany,Sam Neill,Jon Favreau,,Richard Loncraine,41512007.0,6.3,59.0,54698,,0,0,1,0,2004-09-13,98.0,Wimbledon,2004-01-01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,54211904.64920179,,
269,Jon Avnet,Fannie Flagg,Fannie Flagg,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Kathy Bates,Mary Stuart Masterson,Mary-Louise Parker,Jessica Tandy,,Jon Avnet,119418501.0,7.7,64.0,57005,,2,0,11,6,1991-12-27,130.0,Fried Green Tomatoes,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,216289608.1450849,,
270,Hal Ashby,Jerzy Kosinski,Jerzy Kosinski,Peter Sellers,Shirley MacLaine,Melvyn Douglas,Peter Sellers,Shirley MacLaine,Melvyn Douglas,Jack Warden,,Hal Ashby,30177511.0,8.0,nan,56539,,0,1,15,12,1979-12-20,130.0,Being There,1979-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,102567777.62120564,,
271,Steven Knight,Steven Knight,Jason Statham,Agata Buzek,Vicky McClure,Jason Statham,Agata Buzek,Vicky McClure,Benedict Wong,Ger Ryan,,Steven Knight,34956.0,6.2,43.0,57247,,0,0,0,0,2013-04-15,100.0,Hummingbird,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,37013.51957989595,,
272,Curtis Hanson,Jennifer Weiner,Susannah Grant,Toni Collette,Cameron Diaz,Shirley MacLaine,Cameron Diaz,Anson Mount,Toni Collette,Richard Burgi,,Curtis Hanson,83073883.0,6.5,60.0,54725,,0,0,6,1,2005-09-14,130.0,In Her Shoes,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,104928960.83070299,,
273,Lasse Hallström,Simon Beaufoy,Paul Torday,Ewan McGregor,Emily Blunt,Amr Waked,Amr Waked,Emily Blunt,Catherine Steadman,Tom Mison,,Lasse Hallstr�m,9025107.0,6.8,58.0,55659,,0,0,3,0,2011-09-10,107.0,Salmon Fishing in the Yemen,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,9896960.81497487,,
274,Ari Sandel,Josh A. Cagan,Kody Keplinger,Mae Whitman,Bella Thorne,Robbie Amell,Mae Whitman,Robbie Amell,Bella Thorne,Bianca A. Santos,,Ari Sandel,34017854.0,6.5,56.0,62694,,0,0,8,1,2015-02-12,101.0,The DUFF,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,35403156.855103225,,
275,Ericson Core,Brad Gann,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,Kevin Conway,Michael Rispoli,,Ericson Core,57789574.0,7.1,63.0,56803,,0,0,2,0,2006-08-25,105.0,Invincible,2006-01-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,70711734.57888773,,
