,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
46,Gary Ross,Gary Ross,Suzanne Collins,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,Wes Bentley,Jennifer Lawrence,Willow Shields,78000000.0,Gary Ross,694394724.0,7.2,68.0,758180,,0,0,47,33,2012-03-12,142.0,The Hunger Games,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,616394724.0,83801226.60254373,746040123.3017284,,662238896.6991847
47,Jon Favreau,Mark Fergus,Hawk Ostby,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,140000000.0,Jon Favreau,585174222.0,7.9,79.0,770757,,2,0,65,20,2008-04-14,126.0,Iron Man,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,445174222.0,160400408.91814747,670444174.9797058,,510043766.0615583
48,Andrew Stanton,Lee Unkrich,Andrew Stanton,Andrew Stanton,Albert Brooks,Ellen DeGeneres,Alexander Gould,Albert Brooks,Ellen DeGeneres,Alexander Gould,94000000.0,Andrew Stanton Lee Unkrich,936743261.0,8.1,90.0,789508,,0,1,61,48,2003-05-30,100.0,Finding Nemo,2003-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2000,842743261.0,126044227.42940778,1256075325.8771179,,1130031098.4477103
49,James Gunn,James Gunn,Nicole Perlman,Chris Pratt,Vin Diesel,Bradley Cooper,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,170000000.0,James Gunn,774176600.0,8.1,76.0,812686,,2,0,99,52,2014-07-21,121.0,Guardians of the Galaxy,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,604176600.0,177132757.4681051,806659034.8546013,,629526277.3864962
50,Richard Marquand,Lawrence Kasdan,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,32500000.0,Richard Marquand,572705079.0,8.4,58.0,786595,,4,0,16,20,1983-05-25,131.0,Star Wars: Episode VI - Return of the Jedi,1983-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1980,540205079.0,80489382.53012049,1418359328.6330423,,1337869946.102922
51,Milos Forman,Lawrence Hauben,Bo Goldman,Jack Nicholson,Louise Fletcher,Michael Berryman,Michael Berryman,Peter Brocco,Dean R. Brooks,Alonzo Brown,4400000.0,Milos Forman,112000000.0,8.7,80.0,759679,,0,5,13,30,1975-11-19,133.0,One Flew Over the Cuckoo's Nest,1975-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,107600000.0,20167425.207793906,513352641.65293574,,493185216.44514185
52,Peter Weir,Andrew Niccol,Jim Carrey,Ed Harris,Laura Linney,Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,60000000.0,Peter Weir,264118201.0,8.1,90.0,759360,,3,0,65,38,1998-06-01,103.0,The Truman Show,1998-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,204118201.0,90793763.11861229,399671422.94846714,,308877659.82985485
53,Michel Gondry,Charlie Kaufman,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Jim Carrey,Kate Winslet,Gerry Robert Byrne,Elijah Wood,20000000.0,Michel Gondry,73169222.0,8.3,89.0,752533,,0,1,109,70,2004-03-09,108.0,Eternal Sunshine of the Spotless Mind,2004-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,53169222.0,26118662.31820677,95554110.0751953,,69435447.75698851
54,Pete Docter,Bob Peterson,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Edward Asner,Christopher Plummer,Jordan Nagai,175000000.0,Pete Docter Bob Peterson,731342744.0,8.3,88.0,761793,,0,2,81,74,2009-05-13,96.0,Up,2009-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,556342744.0,201210397.27412987,840878651.7930987,,639668254.5189688
55,Quentin Tarantino,Quentin Tarantino,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,1200000.0,Quentin Tarantino,2832029.0,8.3,79.0,751949,,0,0,22,12,1992-01-21,99.0,Reservoir Dogs,1992-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,1632029.0,2109534.14844767,4978551.570745089,,2869017.422297419
56,Steven Spielberg,Lawrence Kasdan,George Lucas,Harrison Ford,Karen Allen,Paul Freeman,Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey,18000000.0,Steven Spielberg,389925971.0,8.5,85.0,739187,,0,4,23,30,1981-06-12,115.0,Raiders of the Lost Ark,1981-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1980,371925971.0,48831916.41462744,1057824023.5424691,,1008992107.1278416
57,Frank Miller,Robert Rodriguez,Frank Miller,Mickey Rourke,Clive Owen,Bruce Willis,Jessica Alba,Devon Aoki,Alexis Bledel,Powers Boothe,,Frank Miller Quentin Tarantino Robert Rodriguez,,8.0,74.0,694831,,0,0,51,33,2005-03-28,124.0,Sin City,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,,,
58,Roger Allers,Rob Minkoff,Irene Mecchi,Jonathan Roberts,Matthew Broderick,Jeremy Irons,James Earl Jones,Rowan Atkinson,Matthew Broderick,Niketa Calame,45000000.0,Rob Minkoff Roger Allers,987483777.0,8.5,83.0,742908,,0,2,29,33,1994-05-07,88.0,The Lion King,1994-01-01,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1990,942483777.0,74886861.1907573,1643323567.473861,,1568436706.2831035
59,Danny Boyle,Loveleen Tandan,Simon Beaufoy,Vikas Swarup,Dev Patel,Freida Pinto,Saurabh Shukla,Dev Patel,Saurabh Shukla,Anil Kapoor,15000000.0,Loveleen Tandan Danny Boyle,377910544.0,8.0,86.0,701283,,0,8,126,144,2008-08-30,120.0,Slumdog Millionaire,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,362910544.0,17185758.098372944,432978612.8005683,,415792854.70219535
60,Peter Jackson,Fran Walsh,Philippa Boyens,Martin Freeman,Ian McKellen,Richard Armitage,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,180000000.0,Peter Jackson,1021103568.0,7.9,58.0,688562,,3,0,72,10,2012-11-28,169.0,The Hobbit: An Unexpected Journey,2012-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010,841103568.0,193387446.00587013,1097047839.5722299,,903660393.5663596
61,John Lasseter,John Lasseter,Pete Docter,Tom Hanks,Tim Allen,Don Rickles,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,30000000.0,John Lasseter,373554033.0,8.3,95.0,711568,,3,0,17,23,1995-11-19,81.0,Toy Story,1995-01-01,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1990,343554033.0,48562200.601238586,604686862.8649234,,556124662.2636847
62,Steven Spielberg,Michael Crichton,Michael Crichton,Sam Neill,Laura Dern,Jeff Goldblum,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,63000000.0,Steven Spielberg,1029153882.0,8.1,68.0,702610,,0,3,25,31,1993-06-09,127.0,Jurassic Park,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1990,966153882.0,107575289.32392852,1757325819.2856221,,1649750529.9616938
63,Ethan Coen,Joel Coen,Joel Coen,Ethan Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,Tommy Lee Jones,Javier Bardem,Josh Brolin,25000000.0,Joel Coen Ethan Coen,171627166.0,8.1,91.0,695748,,0,4,132,156,2007-05-19,122.0,No Country for Old Men,2007-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,146627166.0,29741851.20698656,204180385.3699513,,174438534.16296476
64,Ron Howard,Akiva Goldsman,Sylvia Nasar,Russell Crowe,Ed Harris,Jennifer Connelly,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,58000000.0,Ron Howard,313542341.0,8.2,72.0,699307,,0,4,67,33,2001-12-13,135.0,A Beautiful Mind,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,255542341.0,80798957.06310262,436791278.4124772,,355992321.34937465
65,Stanley Kubrick,Stephen King,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,19000000.0,Stanley Kubrick,44017374.0,8.4,63.0,698173,,0,0,7,3,1980-05-23,146.0,The Shining,1980-01-01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,25017374.0,56871809.08309725,131755141.60354152,,74883332.52044426
66,Zack Snyder,Zack Snyder,Kurt Johnstad,Gerard Butler,Lena Headey,David Wenham,Gerard Butler,Lena Headey,Dominic West,David Wenham,65000000.0,Zack Snyder,456068181.0,7.7,52.0,657642,,0,0,45,17,2006-12-09,117.0,300,2006-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,391068181.0,79534463.21697582,558048276.4027319,,478513813.1857561
67,Gus Van Sant,Matt Damon,Ben Affleck,Robin Williams,Matt Damon,Ben Affleck,Matt Damon,Ben Affleck,Stellan Skarsgård,John Mighton,10000000.0,Gus Van Sant,225933435.0,8.3,70.0,693999,,0,2,55,22,1997-12-02,126.0,Good Will Hunting,1997-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,215933435.0,15367189.281410614,347196186.06442815,,331828996.7830175
68,Guy Ritchie,Guy Ritchie,Jason Statham,Brad Pitt,Benicio Del Toro,Benicio Del Toro,Dennis Farina,Vinnie Jones,Brad Pitt,Rade Serbedzija,4050496.185782758,Guy Ritchie,83557872.0,8.3,55.0,667264,2146764.328630257,0,0,6,4,2000-08-23,104.0,Snatch,2000-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,79507375.81421724,5802159.3707946995,119693012.35986063,3075146.400574314,113890852.98906593
69,James Cameron,James Cameron,Gale Anne Hurd,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,6400000.0,James Cameron,40000000.0,8.0,83.0,670704,,0,0,6,6,1984-10-26,107.0,The Terminator,1984-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,33600000.0,15196678.32992032,94979239.562002,,79782561.23208168
70,John McTiernan,Roderick Thorp,Jeb Stuart,Bruce Willis,Alan Rickman,Bonnie Bedelia,Bruce Willis,Bonnie Bedelia,Reginald VelJohnson,Paul Gleason,28000000.0,John McTiernan,140767956.0,8.2,70.0,661969,,4,0,2,7,1988-07-12,132.0,Die Hard,1988-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,112767956.0,58403765.78349765,293620669.0016323,,235216903.2181346
71,Pete Docter,David Silverman,Pete Docter,Jill Culton,Billy Crystal,John Goodman,Mary Gibbs,John Goodman,Billy Crystal,Mary Gibbs,115000000.0,Pete Docter David Silverman Lee Unkrich,562816256.0,8.1,78.0,667679,,0,1,38,13,2001-10-28,92.0,Monsters Inc.,2001-01-01,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2000,447816256.0,160204828.65960002,784051146.6027615,,623846317.9431616
72,Todd Phillips,Jon Lucas,Scott Moore,Zach Galifianakis,Bradley Cooper,Justin Bartha,Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,35000000.0,Todd Phillips,467483912.0,7.7,73.0,631736,,0,0,25,12,2009-05-30,100.0,The Hangover,2009-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,432483912.0,40242079.454825975,537500706.5873393,,497258627.1325133
73,Alfonso Cuarón,Alfonso Cuarón,Jonás Cuarón,Sandra Bullock,George Clooney,Ed Harris,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,100000000.0,Alfonso Cuar?n,723192705.0,7.8,96.0,652057,,0,7,175,232,2013-08-28,91.0,Gravity,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,623192705.0,105886026.94786571,765760022.501299,,659873995.5534334
74,Richard Kelly,Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,Jake Gyllenhaal,Holmes Osborne,Maggie Gyllenhaal,Daveigh Chase,Mary McDonnell,,Richard Kelly,,8.1,88.0,648650,,0,0,15,11,2001-01-19,113.0,Donnie Darko,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,,,
75,Darren Aronofsky,Hubert Selby Jr.,Hubert Selby Jr.,Ellen Burstyn,Jared Leto,Jennifer Connelly,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,4500000.0,Darren Aronofsky,7390108.0,8.3,68.0,644617,,1,0,62,33,2000-05-14,102.0,Requiem for a Dream,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,2890108.0,6446054.006968642,10586007.84118467,,4139953.834216028
76,David Fincher,Gillian Flynn,Gillian Flynn,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,61000000.0,David Fincher,369330363.0,8.1,79.0,680819,,1,0,177,65,2014-09-26,149.0,Gone Girl,2014-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,308330363.0,63559401.2091436,384826503.6169778,,321267102.4078342
77,J.J. Abrams,Lawrence Kasdan,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Harrison Ford,Mark Hamill,Carrie Fisher,Adam Driver,245000000.0,J.J. Abrams,2068178225.0,8.0,81.0,723477,,5,0,123,57,2015-12-14,136.0,Star Wars: Episode VII - The Force Awakens,2015-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,1823178225.0,254977090.25091028,2152400269.105275,,1897423178.854365
78,Ridley Scott,Dan O'Bannon,Ronald Shusett,Sigourney Weaver,Tom Skerritt,John Hurt,Tom Skerritt,Sigourney Weaver,Veronica Cartwright,Harry Dean Stanton,11000000.0,Ridley Scott,203630630.0,8.5,83.0,648973,,0,1,19,16,1979-05-25,117.0,Alien,1979-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,192630630.0,37386965.2084051,692102843.5614192,,654715878.3530141
79,Clint Eastwood,Nick Schenk,Dave Johannson,Clint Eastwood,Bee Vang,Christopher Carley,Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,33000000.0,Clint Eastwood,269958228.0,8.2,72.0,621790,,0,0,17,20,2008-12-09,116.0,Gran Torino,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,236958228.0,37808667.81642047,309295786.87156063,,271487119.0551402
80,Stanley Kubrick,Stanley Kubrick,Anthony Burgess,Malcolm McDowell,Patrick Magee,Michael Bates,Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,2200000.0,Stanley Kubrick,26589355.0,8.3,78.0,628725,,4,0,19,9,1971-12-19,136.0,A Clockwork Orange,1971-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,24389355.0,13402061.328388387,161978257.4510411,,148576196.1226527
81,Shane Black,Drew Pearce,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,200000000.0,Shane Black,1215439994.0,7.2,62.0,617451,,1,0,61,17,2013-04-12,130.0,Iron Man Three,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,1015439994.0,211772053.89573142,1286981119.5819776,,1075209065.6862462
82,George Miller,George Miller,Brendan McCarthy,Tom Hardy,Charlize Theron,Nicholas Hoult,Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,,George Miller,,8.1,90.0,686210,,0,6,219,232,2015-05-07,120.0,Mad Max: Fury Road,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,,,
83,Darren Aronofsky,Mark Heyman,Andres Heinz,Natalie Portman,Mila Kunis,Vincent Cassel,Natalie Portman,Mila Kunis,Vincent Cassel,Barbara Hershey,13000000.0,Darren Aronofsky,329398046.0,8.0,79.0,604626,,0,1,257,91,2010-09-01,108.0,Black Swan,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,316398046.0,14705875.339076519,372622046.2624149,,357916170.92333835
84,Zack Snyder,David S. Goyer,David S. Goyer,Henry Cavill,Amy Adams,Michael Shannon,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,225000000.0,Zack Snyder,668045518.0,7.1,55.0,604442,,0,0,46,7,2013-06-10,143.0,Man of Steel,2013-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,443045518.0,238243560.63269785,707366857.213489,,469123296.5807913
85,Lee Unkrich,John Lasseter,Andrew Stanton,Tom Hanks,Tim Allen,Joan Cusack,Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,200000000.0,Lee Unkrich,1063171911.0,8.3,92.0,617446,,0,2,91,58,2010-06-12,103.0,Toy Story 3,2010-01-01,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2010,863171911.0,226244235.9857926,1202682583.6287506,,976438347.6429579
86,Sam Raimi,Stan Lee,Steve Ditko,Tobey Maguire,Kirsten Dunst,Willem Dafoe,Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,139000000.0,Sam Raimi,821708551.0,7.3,73.0,596309,,2,0,58,15,2002-04-30,121.0,Spider-Man,2002-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,682708551.0,190615655.3161918,1126838229.6962836,,936222574.3800918
87,David Yates,Steve Kloves,J.K. Rowling,Daniel Radcliffe,Emma Watson,Rupert Grint,Ralph Fiennes,Michael Gambon,Alan Rickman,Daniel Radcliffe,125000000.0,David Yates,1341511219.0,8.1,87.0,624941,,3,0,91,45,2011-07-07,130.0,Harry Potter and the Deathly Hallows: Part 2,2011-01-01,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,1216511219.0,137075394.4381888,1471105435.9014437,,1334030041.463255
88,Joel Coen,Ethan Coen,Ethan Coen,Joel Coen,Jeff Bridges,John Goodman,Julianne Moore,Jeff Bridges,John Goodman,Julianne Moore,15000000.0,Joel Coen Ethan Coen,46189568.0,8.2,69.0,605775,,0,0,17,4,1998-02-15,117.0,The Big Lebowski,1998-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,31189568.0,22698440.779653072,69895411.5923839,,47196970.81273084
89,Brian De Palma,Oliver Stone,Al Pacino,Michelle Pfeiffer,Steven Bauer,Al Pacino,Steven Bauer,Michelle Pfeiffer,Mary Elizabeth Mastrantonio,Robert Loggia,25000000.0,Brian De Palma,65884703.0,8.3,65.0,604626,,0,0,4,0,1983-12-01,170.0,Scarface,1983-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,40884703.0,61914909.63855422,163169817.3123193,,101254907.67376508
90,Kenneth Branagh,Ashley Miller,Zack Stentz,Chris Hemsworth,Anthony Hopkins,Natalie Portman,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,150000000.0,Kenneth Branagh,449326618.0,7.0,57.0,602069,,0,0,30,5,2011-04-17,115.0,Thor,2011-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,299326618.0,164490473.32582656,492732987.15141904,,328242513.8255925
91,George Lucas,George Lucas,Ewan McGregor,Liam Neeson,Natalie Portman,Liam Neeson,Ewan McGregor,Natalie Portman,Jake Lloyd,Ian McDiarmid,115000000.0,George Lucas,1027044677.0,6.5,51.0,605404,,3,0,62,26,1999-05-16,136.0,Star Wars: Episode I - The Phantom Menace,1999-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1990,912044677.0,170295272.3998199,1520876982.9260876,,1350581710.5262678
92,Jean-Pierre Jeunet,Guillaume Laurant,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,Rufus,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,,Jean-Pierre Jeunet,173921954.0,8.3,69.0,599761,496031.0,5,0,65,58,2001-04-25,122.0,Le fabuleux destin d'Am?lie Poulain,2001-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,242288146.4409812,691013.5770856526,
