,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
4073,Bharat Nalluri,David Magee,Simon Beaufoy,Frances McDormand,Amy Adams,Ciarán Hinds,Amy Adams,David Alexander,Clare Clifford,Christina Cole,,PG-13,Bharat Nalluri,"Comedy, Romance","$16,051,363,",7.1,63.0,23758,,0,0,1,0,2008-03-07,92.0,Miss Pettigrew Lives for a Day,http://www.imdb.com/title/tt0970468/,2008
4074,Blake Edwards,Frank Waldman,Blake Edwards,Peter Sellers,Herbert Lom,Lesley-Anne Down,Peter Sellers,Herbert Lom,Lesley-Anne Down,Burt Kwouk,,PG,Blake Edwards,"Comedy, Crime",,7.3,60.0,23933,,1,0,2,2,1976-12-15,103.0,The Pink Panther Strikes Again,http://www.imdb.com/title/tt0075066/,1976
4075,Peter Mullan,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Geraldine McEwan,Anne-Marie Duff,Nora-Jane Noone,Dorothy Duffy,Eileen Walsh,,R,Peter Mullan,Drama,"$15,722,258,",7.8,83.0,23631,"£88,315 (United Kingdom),",0,0,14,18,2002-08-30,114.0,The Magdalene Sisters,http://www.imdb.com/title/tt0318411/,2002
4076,Joachim Rønning,Espen Sandberg,Thomas Nordseth-Tiller,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,"NOK 50,000,000",NOT RATED,"Espen Sandberg, Joachim R�nning","Action, Biography, Drama, History, War",,7.3,60.0,23782,"$1,800,000 (Norway),",0,0,4,12,2008-12-19,118.0,Max Manus,http://www.imdb.com/title/tt1029235/,2008
4077,Mike Hodges,Mike Hodges,Ted Lewis,Michael Caine,Ian Hendry,Britt Ekland,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,"£750,000",R,Mike Hodges,"Crime, Thriller",,7.5,,24011,,0,0,0,0,1971-02-03,112.0,Get Carter,http://www.imdb.com/title/tt0067128/,1971
4078,François Ozon,François Ozon,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Fantin Ravat,Johan Leysen,,NOT RATED,Fran�ois Ozon,"Drama, Romance","$48,022,",6.8,63.0,26236,,0,0,7,3,2013-05-16,95.0,Jeune & jolie,http://www.imdb.com/title/tt2752200/,2013
4079,Nick Castle,Joe Connelly,Bob Mosher,Damon Wayans,Michael Ironside,Scott Bigelow,Damon Wayans,Michael Ironside,Scott Bigelow,Joseph Blaire,,PG-13,Nick Castle,"Adventure, Comedy, Family","$29,412,050",6.2,,25078,,0,0,0,0,1995-03-24,95.0,Major Payne,http://www.imdb.com/title/tt0110443/,1995
4080,Peter Medak,Russell Hunter,William Gray,George C. Scott,Trish Van Devere,Melvyn Douglas,George C. Scott,Trish Van Devere,Melvyn Douglas,Jean Marsh,"CAD 7,600,000",R,Peter Medak,Horror,,7.3,,24039,,0,0,4,10,1980-03-28,107.0,The Changeling,http://www.imdb.com/title/tt0080516/,1980
4081,Vincente Minnelli,Alan Jay Lerner,Alan Jay Lerner,Gene Kelly,Leslie Caron,Oscar Levant,Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,"$2,723,903",NOT RATED,Vincente Minnelli,"Drama, Musical, Romance","$4,500,000",7.2,,24917,,0,6,7,4,1951-08-26,114.0,An American in Paris,http://www.imdb.com/title/tt0043278/,1951
4082,James McTeigue,Philip Shelby,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,Parker Sawyers,Bashar Rahal,Royce Pierreson,Ben Starr,"$20,000,000",PG-13,James McTeigue,"Action, Crime, Thriller",,5.6,28.0,25693,,0,0,0,0,2015-05-21,96.0,Survivor,http://www.imdb.com/title/tt3247714/,2015
4083,Michael Powell,Leo Marks,Leo Marks,Karlheinz Böhm,Anna Massey,Moira Shearer,Karlheinz Böhm,Moira Shearer,Anna Massey,Maxine Audley,"£135,000",NOT RATED,Michael Powell,"Drama, Horror, Thriller","$83,957,",7.7,,24516,,0,0,0,0,1960-04-07,101.0,Peeping Tom,http://www.imdb.com/title/tt0054167/,1960
4084,Peter Bonerz,Neal Israel,Pat Proft,Bubba Smith,David Graf,Michael Winslow,Bubba Smith,David Graf,Michael Winslow,Leslie Easterbrook,"$12,000,000",PG,Peter Bonerz,"Comedy, Crime","$11,567,217",4.2,,24128,,0,0,0,0,1989-03-10,84.0,Police Academy 6: City Under Siege,http://www.imdb.com/title/tt0098105/,1989
4085,Leo McCarey,Delmer Daves,Leo McCarey,Cary Grant,Deborah Kerr,Richard Denning,Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,,NOT RATED,Leo McCarey,"Drama, Romance",,7.6,,24077,,4,0,2,2,1957-07-11,115.0,An Affair to Remember,http://www.imdb.com/title/tt0050105/,1957
4086,Guillem Morales,Guillem Morales,Oriol Paulo,Belén Rueda,Lluís Homar,Pablo Derqui,Belén Rueda,Lluís Homar,Pablo Derqui,Francesc Orella,"€5,000,000",NOT RATED,Guillem Morales,"Horror, Mystery, Thriller","$1,716,803,",6.7,,25850,"$2,234,142 (Spain),",0,0,11,0,2010-09-11,118.0,Los ojos de Julia,http://www.imdb.com/title/tt1512685/,2010
4087,Buster Keaton,Jean C. Havez,Joseph A. Mitchell,Buster Keaton,Kathryn McGuire,Joe Keaton,Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,,NOT RATED,Buster Keaton,"Action, Comedy, Romance",,8.3,,24681,,0,0,0,1,1924-04-19,45.0,Sherlock Jr.,http://www.imdb.com/title/tt0015324/,1924
4088,Rohit Shetty,Yunus Sajawal,Farhad Samji,Shah Rukh Khan,Kajol,Varun Dhawan,Shah Rukh Khan,Kajol,Varun Dhawan,Kabir Bedi,"INR 1,250,000,000",NR,Rohit Shetty,"Action, Comedy, Romance","$4,830,637,",5.3,,26442,,0,0,7,1,2015-12-17,158.0,Dilwale,http://www.imdb.com/title/tt4535650/,2015
4089,Wes Craven,Wes Craven,Suze Lanier-Bramlett,Robert Houston,John Steadman,John Steadman,Janus Blythe,Peter Locke,Russ Grieve,Virginia Vincent,"$230,000",R,Wes Craven,"Horror, Thriller","$25,000,000,",6.4,,24307,,0,0,1,1,1977-06-15,89.0,The Hills Have Eyes,http://www.imdb.com/title/tt0077681/,1977
4090,Scott McGehee,David Siegel,Nancy Doyne,Carroll Cartwright,Julianne Moore,Alexander Skarsgård,Steve Coogan,Julianne Moore,Steve Coogan,Alexander Skarsgård,"$6,000,000",R,"Scott McGehee, David Siegel",Drama,"$1,065,000,",7.5,74.0,23847,,0,0,8,3,2012-09-07,99.0,What Maisie Knew,http://www.imdb.com/title/tt1932767/,2012
4091,Bob Clark,Roy Moore,Olivia Hussey,Keir Dullea,Margot Kidder,Olivia Hussey,Keir Dullea,Margot Kidder,John Saxon,Marian Waldman,"$620,000",R,Bob Clark,"Horror, Mystery, Thriller","$4,053,000",7.2,,24807,,0,0,2,2,1974-10-11,98.0,Black Christmas,http://www.imdb.com/title/tt0071222/,1974
4092,Michael Lembeck,Ed Decter,John J. Strauss,Tim Allen,Martin Short,Elizabeth Mitchell,Tim Allen,Elizabeth Mitchell,Eric Lloyd,Judge Reinhold,"$12,000,000",G,Michael Lembeck,"Adventure, Comedy, Family, Fantasy","$110,768,122",4.7,32.0,25900,,0,0,9,4,2006-11-02,97.0,The Santa Clause 3: The Escape Clause,http://www.imdb.com/title/tt0452681/,2006
4093,Kunal Kohli,Shibani Bathija,Shibani Bathija,Aamir Khan,Kajol,Rishi Kapoor,Aamir Khan,Kajol,Rishi Kapoor,Tabu,"$5,300,000",NOT RATED,Kunal Kohli,"Drama, Romance, Thriller","$2,100,110,",7.2,,26199,,0,0,2,5,2006-05-26,168.0,Fanaa,http://www.imdb.com/title/tt0439662/,2006
4094,Kevin Macdonald,Meg Rosoff,Jeremy Brock,Saoirse Ronan,Tom Holland,George MacKay,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,,R,Kevin Macdonald,"Romance, Thriller, War","$60,213,",6.5,57.0,24240,,0,0,8,1,2013-09-10,101.0,How I Live Now,http://www.imdb.com/title/tt1894476/,2013
4095,Andrei Tarkovsky,Aleksandr Misharin,Andrei Tarkovsky,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,Margarita Terekhova,Oleg Yankovskiy,Filipp Yankovskiy,Ignat Daniltsev,"RUR 622,000",G,Andrei Tarkovsky,"Biography, Drama",,8.2,,27013,,0,0,0,0,1975-03-07,107.0,Zerkalo,http://www.imdb.com/title/tt0072443/,1975
4096,Tommy Lee Jones,Tommy Lee Jones,Kieran Fitzgerald,Tommy Lee Jones,Hilary Swank,Grace Gummer,Tommy Lee Jones,Hilary Swank,Grace Gummer,Miranda Otto,"$16,000,000",R,Tommy Lee Jones,"Drama, Western","$2,428,883,",6.6,68.0,25290,,0,0,14,5,2014-05-18,122.0,The Homesman,http://www.imdb.com/title/tt2398231/,2014
4097,Les Mayfield,Valentine Davies,George Seaton,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J.T. Walsh,,PG,Les Mayfield,"Family, Fantasy","$46,138,104",6.5,,25957,,0,0,1,0,1994-11-18,114.0,Miracle on 34th Street,http://www.imdb.com/title/tt0110527/,1994
4098,Michael Curtiz,Norman Krasna,Norman Panama,Bing Crosby,Danny Kaye,Rosemary Clooney,Bing Crosby,Danny Kaye,Rosemary Clooney,Vera-Ellen,,NOT RATED,Michael Curtiz,"Comedy, Musical, Romance","$30,000,000",7.6,,25457,,1,0,0,0,1954-10-14,120.0,White Christmas,http://www.imdb.com/title/tt0047673/,1954
4099,Gauri Shinde,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand,Sulabha Deshpande,,NOT RATED,Gauri Shinde,"Comedy, Drama, Family","$1,670,773,",7.9,,26752,,0,0,15,8,2012-09-14,134.0,English Vinglish,http://www.imdb.com/title/tt2181931/,2012
4100,Max Joseph,Max Joseph,Meaghan Oppenheimer,Zac Efron,Wes Bentley,Emily Ratajkowski,Zac Efron,Wes Bentley,Emily Ratajkowski,Jonny Weston,"$2,000,000",R,Max Joseph,"Drama, Music, Romance","$3,590,010,",6.2,46.0,28696,,0,0,0,0,2015-08-11,96.0,We Are Your Friends,http://www.imdb.com/title/tt3787590/,2015
4101,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,David Thewlis,Emma Watson,Ethan Hawke,Emma Watson,David Thewlis,Lothaire Bluteau,Dale Dickey,,R,Alejandro Amen�bar,"Crime, Drama, Mystery, Thriller","$17,616,062,",5.7,32.0,29133,"€2,554,239 (Spain),",0,0,2,1,2015-09-18,106.0,Regression,http://www.imdb.com/title/tt3319920/,2015
4102,Dan Fogelman,Dan Fogelman,Al Pacino,Annette Bening,Jennifer Garner,Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,Christopher Plummer,"$10,000,000",R,Dan Fogelman,"Comedy, Drama, Music","$5,348,317,",7.0,58.0,25273,,0,0,3,1,2015-03-19,106.0,Danny Collins,http://www.imdb.com/title/tt1772288/,2015
4103,Brin Hill,Joss Whedon,Michael Stahl-David,Zoe Kazan,Mark Feuerstein,Michael Stahl-David,Zoe Kazan,Mark Feuerstein,David Gallagher,Jennifer Grey,"$1,000,000",NOT RATED,Brin Hill,"Fantasy, Romance",,7.1,,27007,,0,0,0,0,2014-04-20,106.0,In Your Eyes,http://www.imdb.com/title/tt2101569/,2014
4104,Zaza Urushadze,Tatjana Mülbeier,Zaza Urushadze,Lembit Ulfsak,Elmo Nüganen,Giorgi Nakashidze,Lembit Ulfsak,Giorgi Nakashidze,Elmo Nüganen,Misha Meskhi,"€650,000",NOT RATED,Zaza Urushadze,"Drama, War","$942,487",8.3,73.0,25640,,1,0,7,12,2013-10-16,87.0,Mandariinid,http://www.imdb.com/title/tt2991224/,2013
4105,Steven Brill,Kevin Barnett,Chris Pappas,Adam Sandler,David Spade,Paula Patton,Adam Sandler,David Spade,Paula Patton,Kathryn Hahn,,TV-MA,Steven Brill,"Action, Adventure, Comedy, Mystery",,5.7,22.0,27954,,0,0,0,0,2016-05-27,108.0,The Do-Over,http://www.imdb.com/title/tt4769836/,2016
4106,Ben Wheatley,Amy Jump,J.G. Ballard,Tom Hiddleston,Jeremy Irons,Sienna Miller,Tom Hiddleston,Jeremy Irons,Sienna Miller,Luke Evans,,R,Ben Wheatley,Drama,"$343,139,",5.6,65.0,29525,,0,0,12,4,2015-09-13,119.0,High-Rise,http://www.imdb.com/title/tt0462335/,2015
4107,Ali Abbas Zafar,Ali Abbas Zafar,Salman Khan,Anushka Sharma Kohli,Marko Zaror,Salman Khan,Anushka Sharma Kohli,Marko Zaror,Amit Sadh,Randeep Hooda,"INR 700,000,000",NOT RATED,Ali Abbas Zafar,"Action, Drama, Family, Sport","$6,200,000,",7.1,,29433,,0,0,9,6,2016-07-05,170.0,Sultan,http://www.imdb.com/title/tt4832640/,2016
4108,Tom Tykwer,Dave Eggers,Tom Tykwer,Tom Hanks,Alexander Black,Sarita Choudhury,Tom Hanks,Alexander Black,Sarita Choudhury,Sidse Babett Knudsen,"$30,000,000",R,Tom Tykwer,"Comedy, Drama, Romance","$4,198,126,",6.1,58.0,30867,,0,0,3,2,2016-04-20,98.0,A Hologram for the King,http://www.imdb.com/title/tt2980210/,2016
4109,Shainee Gabel,Ronald Everett Capps,Shainee Gabel,Scarlett Johansson,John Travolta,Gabriel Macht,John Travolta,Scarlett Johansson,Gabriel Macht,Deborah Kara Unger,,R,Shainee Gabel,Drama,"$159,171,",7.2,48.0,23194,,0,0,2,0,2004-09-02,119.0,A Love Song for Bobby Long,http://www.imdb.com/title/tt0369672/,2004
4110,John Hyams,Richard Rothstein,Christopher Leitch,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,Jean-Claude Van Damme,Dolph Lundgren,Andrei Arlovski,Mike Pyle,"$10,000,000",R,John Hyams,"Action, Sci-Fi, Thriller",,5.2,,22985,,0,0,0,0,2009-10-01,97.0,Universal Soldier: Regeneration,http://www.imdb.com/title/tt1288403/,2009
4111,Richard Shepard,Richard Shepard,Scott Anderson,Richard Gere,Terrence Howard,Jesse Eisenberg,Terrence Howard,Richard Gere,Gordana Vukres,James Brolin,"$25,000,000",R,Richard Shepard,"Adventure, Comedy, Drama, Romance, Thriller, War","$969,869,",6.9,54.0,23056,,0,0,0,0,2007-09-03,101.0,The Hunting Party,http://www.imdb.com/title/tt0455782/,2007
4112,Warren Beatty,Warren Beatty,Warren Beatty,Warren Beatty,Halle Berry,Kimberly Deauna Adams,Kimberly Deauna Adams,Vinny Argiro,Sean Astin,Kirk Baltz,"$30,000,000",R,Warren Beatty,"Comedy, Drama, Romance","$26,525,834,",6.8,75.0,23057,,1,0,18,1,1998-05-22,108.0,Bulworth,http://www.imdb.com/title/tt0118798/,1998
4113,Rob Cohen,Robert Clouse,Linda Lee Cadwell,Jason Scott Lee,Lauren Holly,Robert Wagner,Jason Scott Lee,Lauren Holly,Robert Wagner,Michael Learned,"$14,000,000",PG-13,Rob Cohen,"Action, Biography, Drama, Romance","$63,512,679",7.0,,23816,,0,0,3,1,1993-05-07,120.0,Dragon: The Bruce Lee Story,http://www.imdb.com/title/tt0106770/,1993
4114,John Bruno,Chuck Pfarrer,Chuck Pfarrer,Jamie Lee Curtis,Donald Sutherland,William Baldwin,Jamie Lee Curtis,William Baldwin,Donald Sutherland,Joanna Pacula,"$75,000,000",R,John Bruno,"Action, Horror, Thriller, Sci-Fi","$30,626,690",4.9,19.0,23485,,0,0,0,0,1999-01-15,99.0,Virus,http://www.imdb.com/title/tt0120458/,1999
4115,Brad Anderson,Anthony Jaswinski,Hayden Christensen,Thandie Newton,John Leguizamo,Hayden Christensen,John Leguizamo,Thandie Newton,Jacob Latimore,Taylor Groothuis,"$10,000,000",R,Brad Anderson,"Horror, Mystery, Thriller","$22,197,",4.9,50.0,23040,,0,0,0,0,2010-09-12,92.0,Vanishing on 7th Street,http://www.imdb.com/title/tt1452628/,2010
4116,Ron Maxwell,Michael Shaara,Ron Maxwell,Tom Berenger,Martin Sheen,Stephen Lang,Tom Berenger,Martin Sheen,Stephen Lang,Richard Jordan,"$25,000,000",PG,Ron Maxwell,"Drama, History, War","$10,769,960",7.7,,23197,,0,0,1,1,1993-10-08,271.0,Gettysburg,http://www.imdb.com/title/tt0107007/,1993
4117,Les Mayfield,Jim Piddock,Margaret Oberman,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Luke Goss,"$33,000,000",PG-13,Les Mayfield,"Action, Comedy, Crime","$8,326,035,",5.5,33.0,22915,,0,0,1,1,2005-09-09,83.0,The Man,http://www.imdb.com/title/tt0399327/,2005
4118,Ate de Jong,Elizabeth Livingston,Carlos Davis,Phoebe Cates,Rik Mayall,Marsha Mason,Phoebe Cates,Rik Mayall,Marsha Mason,Tim Matheson,"$6,788,000",PG-13,Ate de Jong,"Comedy, Drama, Fantasy","$43,878,334",5.8,,23472,,0,0,0,0,1991-05-24,103.0,Drop Dead Fred,http://www.imdb.com/title/tt0101775/,1991
4119,Sergio Leone,Sergio Leone,Sergio Donati,Rod Steiger,James Coburn,Romolo Valli,Rod Steiger,James Coburn,Romolo Valli,Maria Monti,,PG,Sergio Leone,"War, Western",,7.7,77.0,23984,,0,0,1,1,1971-10-29,157.0,Gi� la testa,http://www.imdb.com/title/tt0067140/,1971
4120,Gregory Dark,Dan Madigan,Glenn Jacobs,Christina Vidal,Michael J. Pagan,Glenn Jacobs,Christina Vidal,Michael J. Pagan,Samantha Noble,Steven Vidler,"$8,000,000",R,Gregory Dark,"Action, Horror, Thriller","$15,032,800",5.1,17.0,23372,,0,0,0,0,2006-05-19,84.0,See No Evil,http://www.imdb.com/title/tt0437179/,2006
4121,Guy Ferland,Kate Gunzinger,Peter Sagal,Diego Luna,Romola Garai,Sela Ward,Diego Luna,Romola Garai,Sela Ward,John Slattery,"$25,000,000",PG-13,Guy Ferland,"Drama, Music, Romance","$27,685,016",6.0,39.0,23862,,0,0,1,0,2004-02-27,86.0,Dirty Dancing: Havana Nights,http://www.imdb.com/title/tt0338096/,2004
4122,Raja Gosnell,Ron Burch,David Kidd,Dennis Quaid,Rene Russo,Jerry O'Connell,Dennis Quaid,Rene Russo,Sean Faris,Katija Pevec,"$45,000,000",PG,Raja Gosnell,"Comedy, Family, Fantasy, Romance","$72,028,752",5.4,38.0,23570,,0,0,4,2,2005-11-23,88.0,"Yours, Mine & Ours",http://www.imdb.com/title/tt0443295/,2005
4123,Roger Spottiswoode,Christopher Robbins,John Eskow,Mel Gibson,Robert Downey Jr.,Nancy Travis,Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,"$35,000,000",R,Roger Spottiswoode,"Action, Comedy","$31,053,601",5.7,33.0,23647,,0,0,1,0,1990-08-10,113.0,Air America,http://www.imdb.com/title/tt0099005/,1990
4124,Kenneth Branagh,Scott Frank,Kenneth Branagh,Emma Thompson,Andy Garcia,Kenneth Branagh,Andy Garcia,Derek Jacobi,Wayne Knight,Hanna Schygulla,"$15,000,000",R,Kenneth Branagh,"Crime, Drama, Mystery, Thriller","$38,016,380",7.0,66.0,23096,,0,0,4,1,1991-08-30,107.0,Dead Again,http://www.imdb.com/title/tt0101669/,1991
4125,John Carpenter,John Wyndham,Stirling Silliphant,Christopher Reeve,Kirstie Alley,Linda Kozlowski,Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Paré,"$22,000,000",R,John Carpenter,"Horror, Sci-Fi, Thriller","$9,417,567",5.6,41.0,24007,,0,0,2,0,1995-04-28,99.0,Village of the Damned,http://www.imdb.com/title/tt0114852/,1995
4126,Danny Boyle,Frank Cottrell Boyce,Alex Etel,James Nesbitt,Daisy Donovan,Alex Etel,Lewis McGibbon,James Nesbitt,Daisy Donovan,Christopher Fulford,,PG-13,Danny Boyle,"Comedy, Crime, Drama, Family","$6,583,149,",6.9,74.0,22922,"£293,032 (United Kingdom),",0,0,7,2,2004-09-14,98.0,Millions,http://www.imdb.com/title/tt0366777/,2004
4127,Stephen Herek,Neil Landau,Tara Ison,Christina Applegate,Joanna Cassidy,John Getz,Christina Applegate,Joanna Cassidy,John Getz,Josh Charles,,PG-13,Stephen Herek,Comedy,"$25,196,249",6.1,35.0,23426,,0,0,4,0,1991-06-07,102.0,Don't Tell Mom the Babysitter's Dead,http://www.imdb.com/title/tt0101757/,1991
4128,Bruce Malmuth,Steven McKay,Steven Seagal,Kelly LeBrock,William Sadler,Steven Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,Bonnie Burroughs,"$10,000,000",R,Bruce Malmuth,"Action, Crime, Drama, Thriller","$47,410,000",5.8,,23807,,0,0,0,0,1990-02-09,96.0,Hard to Kill,http://www.imdb.com/title/tt0099739/,1990
4129,Liz Friedlander,Dianne Houston,Antonio Banderas,Rob Brown,Yaya DaCosta,Antonio Banderas,Rob Brown,Yaya DaCosta,Alfre Woodard,John Ortiz,"$30,000,000",PG-13,Liz Friedlander,"Drama, Music","$65,742,529",6.7,55.0,22950,,0,0,6,1,2006-03-17,118.0,Take the Lead,http://www.imdb.com/title/tt0446046/,2006
4130,Courtney Hunt,Courtney Hunt,Melissa Leo,Misty Upham,Charlie McDermott,Melissa Leo,Misty Upham,Charlie McDermott,Michael O'Keefe,Mark Boone Junior,"$1,000,000",R,Courtney Hunt,"Crime, Drama","$4,028,957,",7.2,82.0,22724,,2,0,37,32,2008-01-18,97.0,Frozen River,http://www.imdb.com/title/tt0978759/,2008
4131,Peter Weir,Paul Theroux,Paul Schrader,Harrison Ford,Helen Mirren,River Phoenix,Harrison Ford,Helen Mirren,River Phoenix,Jadrien Steele,"$25,000,000",PG,Peter Weir,"Adventure, Drama, Thriller","$14,302,779",6.6,49.0,23398,,0,0,1,1,1986-11-26,117.0,The Mosquito Coast,http://www.imdb.com/title/tt0091557/,1986
4132,Chris Rock,Chris Rock,Chris Rock,Rosario Dawson,Gabrielle Union,Chris Rock,Rosario Dawson,J.B. Smoove,Gabrielle Union,Romany Malco,"$12,000,000",R,Chris Rock,"Comedy, Romance","$25,277,561,",6.4,81.0,23696,,0,0,19,7,2014-09-06,102.0,Top Five,http://www.imdb.com/title/tt2784678/,2014
4133,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Gary Oldman,Christian Slater,Kevin Bacon,Gary Oldman,Embeth Davidtz,William H. Macy,,R,Marc Rocco,"Drama, Thriller","$17,382,000",7.3,,23456,,0,0,2,2,1995-01-20,122.0,Murder in the First,http://www.imdb.com/title/tt0113870/,1995
4134,Alan Metter,Rodney Dangerfield,Greg Fields,Rodney Dangerfield,Sally Kellerman,Burt Young,Rodney Dangerfield,Sally Kellerman,Burt Young,Keith Gordon,"$11,000,000",PG-13,Alan Metter,"Comedy, Romance, Sport","$91,258,000",6.6,68.0,23441,,0,0,2,1,1986-06-13,96.0,Back to School,http://www.imdb.com/title/tt0090685/,1986
4135,Francis Veber,Francis Veber,Serge Frydman,Gérard Depardieu,Jean Reno,Richard Berry,Gérard Depardieu,Jean Reno,Richard Berry,André Dussollier,"€27,440,000",NOT RATED,Francis Veber,"Comedy, Crime",,7.2,,23534,"$4,491,069 (France),",0,0,0,0,2003-10-22,85.0,Tais-toi!,http://www.imdb.com/title/tt0310203/,2003
4136,Lynn Shelton,Lynn Shelton,Mark Duplass,Emily Blunt,Rosemarie DeWitt,Michael Harring,Mark Duplass,Mike Birbiglia,Emily Blunt,Jason Dodson,"$125,000",R,Lynn Shelton,"Comedy, Drama","$1,573,712,",6.7,72.0,23548,,0,0,8,2,2011-09-11,90.0,Your Sister's Sister,http://www.imdb.com/title/tt1742336/,2011
4137,Robin Swicord,Robin Swicord,Karen Joy Fowler,Kathy Baker,Hugh Dancy,Amy Brenneman,Maria Bello,Emily Blunt,Kathy Baker,Amy Brenneman,,PG-13,Robin Swicord,"Comedy, Drama, Romance","$3,573,870,",6.8,61.0,23125,,0,0,2,0,2007-09-09,106.0,The Jane Austen Book Club,http://www.imdb.com/title/tt0866437/,2007
4138,Richard C. Sarafian,Guillermo Cabrera Infante,Malcolm Hart,Barry Newman,Cleavon Little,Dean Jagger,Barry Newman,Cleavon Little,Dean Jagger,Victoria Medlin,"$1,585,000",R,Richard C. Sarafian,"Action, Crime, Thriller","$12,442,673,",7.3,,23321,,0,0,0,0,1971-01-15,99.0,Vanishing Point,http://www.imdb.com/title/tt0067927/,1971
4139,Martin Scorsese,Melissa Mathison,Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin,Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin,Tenzin Yeshi Paichang,Tencho Gyalpo,"$28,000,000",PG-13,Martin Scorsese,"Biography, Drama, History, War","$5,532,301,",7.0,74.0,23124,,4,0,8,7,1997-12-25,134.0,Kundun,http://www.imdb.com/title/tt0119485/,1997
4140,Woody Allen,Woody Allen,Woody Allen,Téa Leoni,Bob Dorian,Téa Leoni,Bob Dorian,Ivan Martin,Gregg Edelman,George Hamilton,"$16,000,000",PG-13,Woody Allen,"Comedy, Romance","$4,839,383,",6.6,46.0,23386,,0,0,1,0,2002-05-03,112.0,Hollywood Ending,http://www.imdb.com/title/tt0278823/,2002
4141,Gregor Jordan,Robert Drewe,John Michael McDonagh,Heath Ledger,Orlando Bloom,Geoffrey Rush,Heath Ledger,Orlando Bloom,Geoffrey Rush,Naomi Watts,,R,Gregor Jordan,"Action, Adventure, Biography, Crime, History, Romance, Western","$6,089,857,",6.5,56.0,23140,"$743,752 (Australia),",0,0,14,3,2003-03-22,110.0,Ned Kelly,http://www.imdb.com/title/tt0277941/,2003
4142,Gonzalo López-Gallego,Eddie Borey,Chris Borey,Sharlto Copley,Thomas Kretschmann,Josie Ho,Sharlto Copley,Thomas Kretschmann,Josie Ho,Joseph Morgan,,R,Gonzalo L�pez-Gallego,"Horror, Mystery, Thriller",,6.3,33.0,23951,,0,0,2,0,2013-08-14,102.0,Open Grave,http://www.imdb.com/title/tt2071550/,2013
4143,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Ranald MacDougall,Elizabeth Taylor,Richard Burton,Rex Harrison,Elizabeth Taylor,Richard Burton,Rex Harrison,Pamela Brown,"$31,115,000",G,Joseph L. Mankiewicz,"Biography, Drama, History, Romance","$71,777,778",7.0,60.0,24304,,0,4,13,2,1963-06-12,192.0,Cleopatra,http://www.imdb.com/title/tt0056937/,1963
